region,macroregion,fecha,codigo_region,poblacion,n_pcr_dia,casos_covid,muertes_covid,pcr_acum,pcr_acum_pob,casos_covid_pob
Ñuble,Zona Central,2020-04-11,16,511551,259,578,6,623,12.178648854170945,11.298971168075129
Ñuble,Zona Central,2020-04-12,16,511551,189,578,7,812,15.873295135773365,11.298971168075129
Ñuble,Zona Central,2020-04-13,16,511551,65,618,7,877,17.143940682356206,12.080906889049185
Ñuble,Zona Central,2020-04-14,16,511551,0,618,8,877,17.143940682356206,12.080906889049185
Ñuble,Zona Central,2020-04-15,16,511551,0,634,8,877,17.143940682356206,12.39368117743881
Ñuble,Zona Central,2020-04-16,16,511551,110,634,10,987,19.294263915034865,12.39368117743881
Ñuble,Zona Central,2020-04-17,16,511551,159,656,11,1146,22.402458405906746,12.82374582397454
Ñuble,Zona Central,2020-04-18,16,511551,76,656,12,1222,23.888136275757454,12.82374582397454
Ñuble,Zona Central,2020-04-19,16,511551,127,656,13,1349,26.370782189850082,12.82374582397454
Ñuble,Zona Central,2020-04-20,16,511551,149,689,13,1498,29.283492750478445,13.468842793778137
Ñuble,Zona Central,2020-04-21,16,511551,73,689,13,1571,30.710525441256102,13.468842793778137
Ñuble,Zona Central,2020-04-22,16,511551,221,689,13,1792,35.03072029963777,13.468842793778137
Ñuble,Zona Central,2020-04-23,16,511551,189,689,13,1981,38.72536658124019,13.468842793778137
Ñuble,Zona Central,2020-04-24,16,511551,0,721,14,1981,38.72536658124019,14.094391370557382
Ñuble,Zona Central,2020-04-25,16,511551,371,721,14,2352,45.97782039327457,14.094391370557382
Ñuble,Zona Central,2020-04-26,16,511551,91,721,14,2443,47.75672415849055,14.094391370557382
Ñuble,Zona Central,2020-04-27,16,511551,90,731,14,2533,49.516079530682184,14.289875300800897
Ñuble,Zona Central,2020-04-28,16,511551,59,731,14,2592,50.66943471911892,14.289875300800897
Ñuble,Zona Central,2020-04-29,16,511551,104,731,14,2696,52.70246759365146,14.289875300800897
Ñuble,Zona Central,2020-04-30,16,511551,120,731,14,2816,55.04827475657363,14.289875300800897
Ñuble,Zona Central,2020-05-01,16,511551,129,766,14,2945,57.57001745671497,14.974069056653198
Ñuble,Zona Central,2020-05-02,16,511551,101,766,16,3046,59.54440515217447,14.974069056653198
Ñuble,Zona Central,2020-05-03,16,511551,97,766,16,3143,61.440599275536556,14.974069056653198
Ñuble,Zona Central,2020-05-04,16,511551,69,785,17,3212,62.7894383942168,15.345488524115874
Ñuble,Zona Central,2020-05-05,16,511551,0,785,17,3212,62.7894383942168,15.345488524115874
Ñuble,Zona Central,2020-05-06,16,511551,213,785,17,3425,66.95324610840366,15.345488524115874
Ñuble,Zona Central,2020-05-07,16,511551,171,785,17,3596,70.29602131556776,15.345488524115874
Ñuble,Zona Central,2020-05-08,16,511551,110,796,18,3706,72.44634454824642,15.56052084738374
Ñuble,Zona Central,2020-05-09,16,511551,156,796,18,3862,75.49589386004523,15.56052084738374
Ñuble,Zona Central,2020-05-10,16,511551,196,796,18,4058,79.32737889281812,15.56052084738374
Ñuble,Zona Central,2020-05-11,16,511551,142,824,18,4200,82.10325070227603,16.107875852065582
Ñuble,Zona Central,2020-05-12,16,511551,180,824,19,4380,85.62196144665928,16.107875852065582
Ñuble,Zona Central,2020-05-13,16,511551,0,824,19,4380,85.62196144665928,16.107875852065582
Ñuble,Zona Central,2020-05-14,16,511551,226,824,20,4606,90.0398982701627,16.107875852065582
Ñuble,Zona Central,2020-05-15,16,511551,183,890,20,4789,93.617254193619,17.398069791672775
Ñuble,Zona Central,2020-05-16,16,511551,0,890,20,4789,93.617254193619,17.398069791672775
Ñuble,Zona Central,2020-05-17,16,511551,345,890,20,5134,100.36144978702026,17.398069791672775
Ñuble,Zona Central,2020-05-18,16,511551,834,998,21,5968,116.66480956932935,19.509296238302728
Ñuble,Zona Central,2020-05-19,16,511551,0,998,21,5968,116.66480956932935,19.509296238302728
Ñuble,Zona Central,2020-05-20,16,511551,657,998,21,6625,129.50810378632823,19.509296238302728
Ñuble,Zona Central,2020-05-21,16,511551,0,998,21,6625,129.50810378632823,19.509296238302728
Ñuble,Zona Central,2020-05-22,16,511551,372,1037,21,6997,136.780105991387,20.271683566252435
Ñuble,Zona Central,2020-05-23,16,511551,283,1037,21,7280,142.31230121727845,20.271683566252435
Ñuble,Zona Central,2020-05-24,16,511551,0,1037,21,7280,142.31230121727845,20.271683566252435
Ñuble,Zona Central,2020-05-25,16,511551,573,1148,22,7853,153.5135304202318,22.441555191955445
Ñuble,Zona Central,2020-05-26,16,511551,129,1148,22,7982,156.03527312037312,22.441555191955445
Ñuble,Zona Central,2020-05-27,16,511551,281,1148,22,8263,161.52837156021587,22.441555191955445
Ñuble,Zona Central,2020-05-28,16,511551,323,1148,22,8586,167.84250250708138,22.441555191955445
Ñuble,Zona Central,2020-05-29,16,511551,336,1251,22,8922,174.4107625632635,24.455039673463645
Ñuble,Zona Central,2020-05-30,16,511551,0,1251,23,8922,174.4107625632635,24.455039673463645
Ñuble,Zona Central,2020-05-31,16,511551,345,1251,23,9267,181.15495815666475,24.455039673463645
Ñuble,Zona Central,2020-06-01,16,511551,639,1303,23,9906,193.6463812992253,25.471556110729917
Ñuble,Zona Central,2020-06-02,16,511551,0,1303,23,9906,193.6463812992253,25.471556110729917
Ñuble,Zona Central,2020-06-03,16,511551,0,1303,24,9906,193.6463812992253,25.471556110729917
Ñuble,Zona Central,2020-06-04,16,511551,0,1303,24,9906,193.6463812992253,25.471556110729917
Ñuble,Zona Central,2020-06-05,16,511551,0,1440,24,9906,193.6463812992253,28.149685955066065
Ñuble,Zona Central,2020-06-06,16,511551,0,1440,24,9906,193.6463812992253,28.149685955066065
Ñuble,Zona Central,2020-06-07,16,511551,0,1440,18,9906,193.6463812992253,28.149685955066065
Ñuble,Zona Central,2020-06-08,16,511551,0,1566,18,9906,193.6463812992253,30.612783476134343
Ñuble,Zona Central,2020-06-09,16,511551,0,1566,18,9906,193.6463812992253,30.612783476134343
Ñuble,Zona Central,2020-06-10,16,511551,348,1566,20,10254,200.44922207169958,30.612783476134343
Ñuble,Zona Central,2020-06-11,16,511551,526,1566,20,10780,210.73167680250845,30.612783476134343
Ñuble,Zona Central,2020-06-12,16,511551,371,1735,20,11151,217.9841306145428,33.91646189724973
Ñuble,Zona Central,2020-06-13,16,511551,248,1735,22,11399,222.83213208458199,33.91646189724973
Ñuble,Zona Central,2020-06-14,16,511551,245,1735,22,11644,227.6214883755481,33.91646189724973
Ñuble,Zona Central,2020-06-15,16,511551,420,1850,22,12064,235.8318134457757,36.164527095050154
Ñuble,Zona Central,2020-06-16,16,511551,448,1850,22,12512,244.58949352068515,36.164527095050154
Ñuble,Zona Central,2020-06-17,16,511551,299,1850,24,12811,250.4344630349662,36.164527095050154
Ñuble,Zona Central,2020-06-18,16,511551,322,1850,24,13133,256.72904558880737,36.164527095050154
Ñuble,Zona Central,2020-06-19,16,511551,394,1850,25,13527,264.4311124404018,36.164527095050154
Ñuble,Zona Central,2020-06-20,16,511551,358,1850,27,13885,271.4294371431197,36.164527095050154
Biobío,Zona Central,2020-04-09,8,1663696,592,439,2,592,3.5583423894750004,2.638703224627576
Biobío,Zona Central,2020-04-10,8,1663696,149,439,2,741,4.453938700339485,2.638703224627576
Biobío,Zona Central,2020-04-11,8,1663696,281,439,2,1022,6.142949192640963,2.638703224627576
Biobío,Zona Central,2020-04-12,8,1663696,469,439,2,1491,8.961973822140584,2.638703224627576
Biobío,Zona Central,2020-04-13,8,1663696,0,507,2,1491,8.961973822140584,3.047431742337542
Biobío,Zona Central,2020-04-14,8,1663696,218,507,2,1709,10.27230936421077,3.047431742337542
Biobío,Zona Central,2020-04-15,8,1663696,311,542,2,2020,12.141641261384292,3.25780671468826
Biobío,Zona Central,2020-04-16,8,1663696,408,542,2,2428,14.594012367644089,3.25780671468826
Biobío,Zona Central,2020-04-17,8,1663696,80,573,3,2508,15.074869447302872,3.444138833056039
Biobío,Zona Central,2020-04-18,8,1663696,751,573,3,3259,19.588915282599704,3.444138833056039
Biobío,Zona Central,2020-04-19,8,1663696,358,573,3,3617,21.740750714072764,3.444138833056039
Biobío,Zona Central,2020-04-20,8,1663696,214,627,3,3831,23.027043402160007,3.768717361825718
Biobío,Zona Central,2020-04-21,8,1663696,216,627,4,4047,24.32535751723873,3.768717361825718
Biobío,Zona Central,2020-04-22,8,1663696,340,627,5,4387,26.369000105788558,3.768717361825718
Biobío,Zona Central,2020-04-23,8,1663696,468,627,5,4855,29.182014021792444,3.768717361825718
Biobío,Zona Central,2020-04-24,8,1663696,340,688,5,5195,31.225656610342273,4.135370885065541
Biobío,Zona Central,2020-04-25,8,1663696,354,688,5,5549,33.35344918783239,4.135370885065541
Biobío,Zona Central,2020-04-26,8,1663696,404,688,6,5953,35.78177744010925,4.135370885065541
Biobío,Zona Central,2020-04-27,8,1663696,174,703,6,6127,36.82764158836711,4.225531587501563
Biobío,Zona Central,2020-04-28,8,1663696,234,703,7,6361,38.23414854636905,4.225531587501563
Biobío,Zona Central,2020-04-29,8,1663696,230,703,7,6591,39.61661265038805,4.225531587501563
Biobío,Zona Central,2020-04-30,8,1663696,534,703,7,7125,42.82633365711043,4.225531587501563
Biobío,Zona Central,2020-05-01,8,1663696,296,727,7,7421,44.60550485184793,4.369788711399198
Biobío,Zona Central,2020-05-02,8,1663696,483,727,7,7904,47.508679470287845,4.369788711399198
Biobío,Zona Central,2020-05-03,8,1663696,251,727,7,8155,49.01736855771727,4.369788711399198
Biobío,Zona Central,2020-05-04,8,1663696,355,759,8,8510,51.151171848703136,4.562131543262711
Biobío,Zona Central,2020-05-05,8,1663696,416,759,8,8926,53.6516286629288,4.562131543262711
Biobío,Zona Central,2020-05-06,8,1663696,473,759,8,9399,56.494696146411364,4.562131543262711
Biobío,Zona Central,2020-05-07,8,1663696,736,759,8,10135,60.918581279272175,4.562131543262711
Biobío,Zona Central,2020-05-08,8,1663696,647,839,8,10782,64.8075129110126,5.042988622921495
Biobío,Zona Central,2020-05-09,8,1663696,847,839,8,11629,69.89858724189996,5.042988622921495
Biobío,Zona Central,2020-05-10,8,1663696,715,839,8,12344,74.19624739135034,5.042988622921495
Biobío,Zona Central,2020-05-11,8,1663696,386,930,8,12730,76.51638280070397,5.589963551033361
Biobío,Zona Central,2020-05-12,8,1663696,522,930,9,13252,79.65397524547754,5.589963551033361
Biobío,Zona Central,2020-05-13,8,1663696,1342,930,9,14594,87.72035275675364,5.589963551033361
Biobío,Zona Central,2020-05-14,8,1663696,433,930,9,15027,90.3229917004068,5.589963551033361
Biobío,Zona Central,2020-05-15,8,1663696,1530,1034,9,16557,99.51938334888104,6.215077754589781
Biobío,Zona Central,2020-05-16,8,1663696,70,1034,9,16627,99.94013329358249,6.215077754589781
Biobío,Zona Central,2020-05-17,8,1663696,1544,1034,9,18171,109.220674930997,6.215077754589781
Biobío,Zona Central,2020-05-18,8,1663696,1009,1145,9,19180,115.28548484819342,6.882266952616343
Biobío,Zona Central,2020-05-19,8,1663696,1119,1145,9,20299,122.01147324992066,6.882266952616343
Biobío,Zona Central,2020-05-20,8,1663696,1043,1145,9,21342,128.28064742597206,6.882266952616343
Biobío,Zona Central,2020-05-21,8,1663696,1048,1145,9,22390,134.57987516950212,6.882266952616343
Biobío,Zona Central,2020-05-22,8,1663696,1135,1313,10,23525,141.40203498716113,7.892066819899789
Biobío,Zona Central,2020-05-23,8,1663696,1157,1313,10,24682,148.35643050172627,7.892066819899789
Biobío,Zona Central,2020-05-24,8,1663696,1202,1313,10,25884,155.5813081235995,7.892066819899789
Biobío,Zona Central,2020-05-25,8,1663696,1598,1462,10,27482,165.18642828978372,8.787663130764274
Biobío,Zona Central,2020-05-26,8,1663696,714,1462,10,28196,169.47807772573836,8.787663130764274
Biobío,Zona Central,2020-05-27,8,1663696,1362,1462,10,29558,177.66466950692916,8.787663130764274
Biobío,Zona Central,2020-05-28,8,1663696,1614,1462,10,31172,187.36596108904513,8.787663130764274
Biobío,Zona Central,2020-05-29,8,1663696,1822,1783,11,32994,198.31748107827391,10.717102162895145
Biobío,Zona Central,2020-05-30,8,1663696,1566,1783,11,34560,207.73025841259462,10.717102162895145
Biobío,Zona Central,2020-05-31,8,1663696,1500,1783,11,36060,216.7463286561968,10.717102162895145
Biobío,Zona Central,2020-06-01,8,1663696,1295,2074,11,37355,224.53020263317336,12.46621979015397
Biobío,Zona Central,2020-06-02,8,1663696,0,2074,11,37355,224.53020263317336,12.46621979015397
Biobío,Zona Central,2020-06-03,8,1663696,0,2074,11,37355,224.53020263317336,12.46621979015397
Biobío,Zona Central,2020-06-04,8,1663696,0,2074,13,37355,224.53020263317336,12.46621979015397
Biobío,Zona Central,2020-06-05,8,1663696,0,2374,13,37355,224.53020263317336,14.26943383887441
Biobío,Zona Central,2020-06-06,8,1663696,0,2374,13,37355,224.53020263317336,14.26943383887441
Biobío,Zona Central,2020-06-07,8,1663696,0,2374,11,37355,224.53020263317336,14.26943383887441
Biobío,Zona Central,2020-06-08,8,1663696,0,2638,11,37355,224.53020263317336,15.856262201748397
Biobío,Zona Central,2020-06-09,8,1663696,0,2638,11,37355,224.53020263317336,15.856262201748397
Biobío,Zona Central,2020-06-10,8,1663696,1559,2638,11,38914,233.90090497302393,15.856262201748397
Biobío,Zona Central,2020-06-11,8,1663696,1596,2638,12,40510,243.49400371221665,15.856262201748397
Biobío,Zona Central,2020-06-12,8,1663696,1764,3077,14,42274,254.09690231869283,18.494965426375973
Biobío,Zona Central,2020-06-13,8,1663696,1774,3077,16,44048,264.75990806012635,18.494965426375973
Biobío,Zona Central,2020-06-14,8,1663696,1535,3077,18,45583,273.9863532760793,18.494965426375973
Biobío,Zona Central,2020-06-15,8,1663696,1553,3433,19,47136,283.32099133495547,20.63477943085756
Biobío,Zona Central,2020-06-16,8,1663696,981,3433,19,48117,289.2175012742713,20.63477943085756
Biobío,Zona Central,2020-06-17,8,1663696,1286,3433,25,49403,296.9472788297862,20.63477943085756
Biobío,Zona Central,2020-06-18,8,1663696,1751,3433,28,51154,307.4720381608178,20.63477943085756
Biobío,Zona Central,2020-06-19,8,1663696,1815,3433,31,52969,318.3814831555765,20.63477943085756
Biobío,Zona Central,2020-06-20,8,1663696,1692,3433,32,54661,328.55161039035977,20.63477943085756
Araucanía,Zona Sur,2020-04-09,9,1014343,124,680,16,124,1.2224661677558775,6.7038467264031985
Araucanía,Zona Sur,2020-04-10,9,1014343,148,680,16,272,2.68153869056128,6.7038467264031985
Araucanía,Zona Sur,2020-04-11,9,1014343,126,680,17,398,3.923722054571284,6.7038467264031985
Araucanía,Zona Sur,2020-04-12,9,1014343,184,680,17,582,5.737704109950974,6.7038467264031985
Araucanía,Zona Sur,2020-04-13,9,1014343,232,758,17,814,8.024898875429711,7.472817380314154
Araucanía,Zona Sur,2020-04-14,9,1014343,148,758,20,962,9.483971398235115,7.472817380314154
Araucanía,Zona Sur,2020-04-15,9,1014343,218,823,21,1180,11.633145789934963,8.113626258573284
Araucanía,Zona Sur,2020-04-16,9,1014343,246,823,21,1426,14.05836092919259,8.113626258573284
Araucanía,Zona Sur,2020-04-17,9,1014343,220,884,22,1646,16.227252517146567,8.715000744324158
Araucanía,Zona Sur,2020-04-18,9,1014343,169,884,23,1815,17.893355600620303,8.715000744324158
Araucanía,Zona Sur,2020-04-19,9,1014343,122,884,23,1937,19.096104572122055,8.715000744324158
Araucanía,Zona Sur,2020-04-20,9,1014343,376,1021,23,2313,22.80293746789794,10.065628687731861
Araucanía,Zona Sur,2020-04-21,9,1014343,206,1021,25,2519,24.833808682073027,10.065628687731861
Araucanía,Zona Sur,2020-04-22,9,1014343,176,1021,26,2695,26.56892195243621,10.065628687731861
Araucanía,Zona Sur,2020-04-23,9,1014343,370,1021,26,3065,30.216603259449712,10.065628687731861
Araucanía,Zona Sur,2020-04-24,9,1014343,306,1144,26,3371,33.23333428633115,11.278236257360676
Araucanía,Zona Sur,2020-04-25,9,1014343,347,1144,27,3718,36.65426783642219,11.278236257360676
Araucanía,Zona Sur,2020-04-26,9,1014343,273,1144,29,3991,39.34566512511054,11.278236257360676
Araucanía,Zona Sur,2020-04-27,9,1014343,246,1201,32,4237,41.77088026436817,11.840176350603297
Araucanía,Zona Sur,2020-04-28,9,1014343,218,1201,32,4455,43.92005465606801,11.840176350603297
Araucanía,Zona Sur,2020-04-29,9,1014343,275,1201,32,4730,46.63116914101048,11.840176350603297
Araucanía,Zona Sur,2020-04-30,9,1014343,201,1201,35,4931,48.61274736455026,11.840176350603297
Araucanía,Zona Sur,2020-05-01,9,1014343,421,1290,36,5352,52.763217176044,12.71759158391195
Araucanía,Zona Sur,2020-05-02,9,1014343,194,1290,36,5546,54.67578521269433,12.71759158391195
Araucanía,Zona Sur,2020-05-03,9,1014343,354,1290,36,5900,58.16572894967481,12.71759158391195
Araucanía,Zona Sur,2020-05-04,9,1014343,204,1325,36,6104,60.17688296759577,13.062642518359175
Araucanía,Zona Sur,2020-05-05,9,1014343,364,1325,36,6468,63.7654126858469,13.062642518359175
Araucanía,Zona Sur,2020-05-06,9,1014343,436,1325,36,6904,68.0637614692466,13.062642518359175
Araucanía,Zona Sur,2020-05-07,9,1014343,413,1325,36,7317,72.13536249572383,13.062642518359175
Araucanía,Zona Sur,2020-05-08,9,1014343,391,1399,36,7708,75.99007436340567,13.792178779761874
Araucanía,Zona Sur,2020-05-09,9,1014343,174,1399,36,7882,77.70547043751473,13.792178779761874
Araucanía,Zona Sur,2020-05-10,9,1014343,372,1399,37,8254,81.37286894078235,13.792178779761874
Araucanía,Zona Sur,2020-05-11,9,1014343,576,1462,38,8830,87.05142146197095,14.413270461766878
Araucanía,Zona Sur,2020-05-12,9,1014343,90,1462,39,8920,87.93869529340667,14.413270461766878
Araucanía,Zona Sur,2020-05-13,9,1014343,437,1462,39,9357,92.24690267493342,14.413270461766878
Araucanía,Zona Sur,2020-05-14,9,1014343,480,1462,41,9837,96.97902977592392,14.413270461766878
Araucanía,Zona Sur,2020-05-15,9,1014343,452,1556,43,10289,101.43511612935663,15.339978685710848
Araucanía,Zona Sur,2020-05-16,9,1014343,417,1556,43,10706,105.54615154834212,15.339978685710848
Araucanía,Zona Sur,2020-05-17,9,1014343,410,1556,44,11116,109.58817678043818,15.339978685710848
Araucanía,Zona Sur,2020-05-18,9,1014343,211,1633,44,11327,111.66834098524858,16.09909074149474
Araucanía,Zona Sur,2020-05-19,9,1014343,642,1633,44,11969,117.99756098282337,16.09909074149474
Araucanía,Zona Sur,2020-05-20,9,1014343,406,1633,44,12375,122.00015182241115,16.09909074149474
Araucanía,Zona Sur,2020-05-21,9,1014343,373,1633,44,12748,125.67740892380586,16.09909074149474
Araucanía,Zona Sur,2020-05-22,9,1014343,513,1732,45,13261,130.73486976298946,17.07509195607403
Araucanía,Zona Sur,2020-05-23,9,1014343,382,1732,45,13643,134.5008542475277,17.07509195607403
Araucanía,Zona Sur,2020-05-24,9,1014343,591,1732,45,14234,140.32728574062227,17.07509195607403
Araucanía,Zona Sur,2020-05-25,9,1014343,199,1851,45,14433,142.2891467679079,18.24826513319459
Araucanía,Zona Sur,2020-05-26,9,1014343,353,1851,45,14786,145.76923190676132,18.24826513319459
Araucanía,Zona Sur,2020-05-27,9,1014343,471,1851,45,15257,150.41263162460825,18.24826513319459
Araucanía,Zona Sur,2020-05-28,9,1014343,528,1851,45,15785,155.61797143569777,18.24826513319459
Araucanía,Zona Sur,2020-05-29,9,1014343,514,1981,47,16299,160.68529087300846,19.529882889712848
Araucanía,Zona Sur,2020-05-30,9,1014343,673,1981,47,16972,167.3201274125222,19.529882889712848
Araucanía,Zona Sur,2020-05-31,9,1014343,473,1981,47,17445,171.98324432662324,19.529882889712848
Araucanía,Zona Sur,2020-06-01,9,1014343,491,2102,47,17936,176.82381600701143,20.722773263087536
Araucanía,Zona Sur,2020-06-02,9,1014343,0,2102,47,17936,176.82381600701143,20.722773263087536
Araucanía,Zona Sur,2020-06-03,9,1014343,0,2102,47,17936,176.82381600701143,20.722773263087536
Araucanía,Zona Sur,2020-06-04,9,1014343,0,2102,47,17936,176.82381600701143,20.722773263087536
Araucanía,Zona Sur,2020-06-05,9,1014343,0,2279,48,17936,176.82381600701143,22.46774513157778
Araucanía,Zona Sur,2020-06-06,9,1014343,0,2279,49,17936,176.82381600701143,22.46774513157778
Araucanía,Zona Sur,2020-06-07,9,1014343,0,2279,31,17936,176.82381600701143,22.46774513157778
Araucanía,Zona Sur,2020-06-08,9,1014343,0,2402,32,17936,176.82381600701143,23.680352701206594
Araucanía,Zona Sur,2020-06-09,9,1014343,0,2402,32,17936,176.82381600701143,23.680352701206594
Araucanía,Zona Sur,2020-06-10,9,1014343,570,2402,33,18506,182.44321693943763,23.680352701206594
Araucanía,Zona Sur,2020-06-11,9,1014343,551,2402,34,19057,187.87530450744967,23.680352701206594
Araucanía,Zona Sur,2020-06-12,9,1014343,694,2572,35,19751,194.71717160763174,25.356314382807394
Araucanía,Zona Sur,2020-06-13,9,1014343,678,2572,36,20429,201.4013011377808,25.356314382807394
Araucanía,Zona Sur,2020-06-14,9,1014343,722,2572,36,21151,208.5192089855207,25.356314382807394
Araucanía,Zona Sur,2020-06-15,9,1014343,859,2722,36,22010,216.98774477666822,26.835104101866925
Araucanía,Zona Sur,2020-06-16,9,1014343,452,2722,36,22462,221.44383113010093,26.835104101866925
Araucanía,Zona Sur,2020-06-17,9,1014343,257,2722,36,22719,223.97749084875628,26.835104101866925
Araucanía,Zona Sur,2020-06-18,9,1014343,531,2722,37,23250,229.21240645422705,26.835104101866925
Araucanía,Zona Sur,2020-06-19,9,1014343,641,2722,38,23891,235.53176785367475,26.835104101866925
Araucanía,Zona Sur,2020-06-20,9,1014343,470,2722,39,24361,240.16530897339462,26.835104101866925
Los Ríos,Zona Sur,2020-04-09,14,405835,0,118,2,0,0,2.9075855951310263
Los Ríos,Zona Sur,2020-04-10,14,405835,91,118,2,91,2.242290586075622,2.9075855951310263
Los Ríos,Zona Sur,2020-04-11,14,405835,0,118,2,91,2.242290586075622,2.9075855951310263
Los Ríos,Zona Sur,2020-04-12,14,405835,0,118,3,91,2.242290586075622,2.9075855951310263
Los Ríos,Zona Sur,2020-04-13,14,405835,0,137,3,91,2.242290586075622,3.375756157058903
Los Ríos,Zona Sur,2020-04-14,14,405835,67,137,3,158,3.893207830768662,3.375756157058903
Los Ríos,Zona Sur,2020-04-15,14,405835,67,150,3,225,5.544125075461703,3.6960833836411346
Los Ríos,Zona Sur,2020-04-16,14,405835,49,150,3,274,6.751512314117806,3.6960833836411346
Los Ríos,Zona Sur,2020-04-17,14,405835,71,154,3,345,8.50099178237461,3.794645607204899
Los Ríos,Zona Sur,2020-04-18,14,405835,91,154,3,436,10.743282368450233,3.794645607204899
Los Ríos,Zona Sur,2020-04-19,14,405835,0,154,3,436,10.743282368450233,3.794645607204899
Los Ríos,Zona Sur,2020-04-20,14,405835,121,156,3,557,13.724789631254081,3.84392671898678
Los Ríos,Zona Sur,2020-04-21,14,405835,58,156,3,615,15.153941872928652,3.84392671898678
Los Ríos,Zona Sur,2020-04-22,14,405835,54,156,3,669,16.484531891039463,3.84392671898678
Los Ríos,Zona Sur,2020-04-23,14,405835,67,156,3,736,18.135449135732504,3.84392671898678
Los Ríos,Zona Sur,2020-04-24,14,405835,87,168,3,823,20.279177498244362,4.139613389678071
Los Ríos,Zona Sur,2020-04-25,14,405835,77,168,3,900,22.17650030184681,4.139613389678071
Los Ríos,Zona Sur,2020-04-26,14,405835,99,168,3,999,24.61591533504996,4.139613389678071
Los Ríos,Zona Sur,2020-04-27,14,405835,56,173,3,1055,25.995786464942647,4.262816169132775
Los Ríos,Zona Sur,2020-04-28,14,405835,54,173,4,1109,27.326376483053455,4.262816169132775
Los Ríos,Zona Sur,2020-04-29,14,405835,98,173,4,1207,29.741150960365665,4.262816169132775
Los Ríos,Zona Sur,2020-04-30,14,405835,93,173,4,1300,32.03272265822317,4.262816169132775
Los Ríos,Zona Sur,2020-05-01,14,405835,122,181,4,1422,35.038870476917964,4.459940616260303
Los Ríos,Zona Sur,2020-05-02,14,405835,133,181,4,1555,38.3160644104131,4.459940616260303
Los Ríos,Zona Sur,2020-05-03,14,405835,70,181,4,1625,40.04090332277896,4.459940616260303
Los Ríos,Zona Sur,2020-05-04,14,405835,70,200,4,1695,41.76574223514483,4.92811117818818
Los Ríos,Zona Sur,2020-05-05,14,405835,90,200,4,1785,43.983392265329506,4.92811117818818
Los Ríos,Zona Sur,2020-05-06,14,405835,95,200,4,1880,46.324245074968886,4.92811117818818
Los Ríos,Zona Sur,2020-05-07,14,405835,142,200,4,2022,49.8232040114825,4.92811117818818
Los Ríos,Zona Sur,2020-05-08,14,405835,127,203,4,2149,52.952554609631996,5.002032845861003
Los Ríos,Zona Sur,2020-05-09,14,405835,135,203,5,2284,56.27902965490902,5.002032845861003
Los Ríos,Zona Sur,2020-05-10,14,405835,147,203,5,2431,59.90119137087733,5.002032845861003
Los Ríos,Zona Sur,2020-05-11,14,405835,64,207,5,2495,61.47818694789755,5.100595069424766
Los Ríos,Zona Sur,2020-05-12,14,405835,105,207,5,2600,64.06544531644634,5.100595069424766
Los Ríos,Zona Sur,2020-05-13,14,405835,108,207,6,2708,66.72662535266795,5.100595069424766
Los Ríos,Zona Sur,2020-05-14,14,405835,107,207,6,2815,69.36316483299863,5.100595069424766
Los Ríos,Zona Sur,2020-05-15,14,405835,218,218,6,3033,74.73480601722375,5.371641184225116
Los Ríos,Zona Sur,2020-05-16,14,405835,81,218,6,3114,76.73069104438996,5.371641184225116
Los Ríos,Zona Sur,2020-05-17,14,405835,29,218,6,3143,77.44526716522725,5.371641184225116
Los Ríos,Zona Sur,2020-05-18,14,405835,77,223,6,3220,79.3425899688297,5.494843963679821
Los Ríos,Zona Sur,2020-05-19,14,405835,264,223,6,3484,85.84769672403809,5.494843963679821
Los Ríos,Zona Sur,2020-05-20,14,405835,50,223,6,3534,87.07972451858514,5.494843963679821
Los Ríos,Zona Sur,2020-05-21,14,405835,219,223,6,3753,92.47600625870119,5.494843963679821
Los Ríos,Zona Sur,2020-05-22,14,405835,161,263,6,3914,96.44313575714268,6.480466199317457
Los Ríos,Zona Sur,2020-05-23,14,405835,170,263,6,4084,100.63203025860264,6.480466199317457
Los Ríos,Zona Sur,2020-05-24,14,405835,206,263,6,4290,105.70798477213647,6.480466199317457
Los Ríos,Zona Sur,2020-05-25,14,405835,157,304,6,4447,109.57655204701418,7.4907289908460335
Los Ríos,Zona Sur,2020-05-26,14,405835,135,304,6,4582,112.9030270922912,7.4907289908460335
Los Ríos,Zona Sur,2020-05-27,14,405835,147,304,6,4729,116.52518880825951,7.4907289908460335
Los Ríos,Zona Sur,2020-05-28,14,405835,206,304,6,4935,121.60114332179334,7.4907289908460335
Los Ríos,Zona Sur,2020-05-29,14,405835,223,337,6,5158,127.09598728547316,8.303867335247084
Los Ríos,Zona Sur,2020-05-30,14,405835,198,337,6,5356,131.97481735187947,8.303867335247084
Los Ríos,Zona Sur,2020-05-31,14,405835,188,337,6,5544,136.60724185937633,8.303867335247084
Los Ríos,Zona Sur,2020-06-01,14,405835,114,370,7,5658,139.41626523094362,9.117005679648132
Los Ríos,Zona Sur,2020-06-02,14,405835,0,370,7,5658,139.41626523094362,9.117005679648132
Los Ríos,Zona Sur,2020-06-03,14,405835,0,370,8,5658,139.41626523094362,9.117005679648132
Los Ríos,Zona Sur,2020-06-04,14,405835,0,370,8,5658,139.41626523094362,9.117005679648132
Los Ríos,Zona Sur,2020-06-05,14,405835,0,398,8,5658,139.41626523094362,9.806941244594478
Los Ríos,Zona Sur,2020-06-06,14,405835,0,398,8,5658,139.41626523094362,9.806941244594478
