region,fecha,casos_nuevos,fallecidos,fallecidos_d,casos_nuevos_d
Arica y Parinacota,2020-03-03,NA,NA,NA,0
Arica y Parinacota,2020-03-04,NA,NA,NA,0
Arica y Parinacota,2020-03-05,0,NA,NA,0
Arica y Parinacota,2020-03-06,0,NA,NA,0
Arica y Parinacota,2020-03-07,0,NA,NA,0
Arica y Parinacota,2020-03-08,0,NA,NA,0
Arica y Parinacota,2020-03-09,0,NA,NA,0
Arica y Parinacota,2020-03-10,0,NA,NA,0
Arica y Parinacota,2020-03-11,0,NA,NA,0
Arica y Parinacota,2020-03-12,0,NA,NA,0
Arica y Parinacota,2020-03-13,0,NA,NA,0
Arica y Parinacota,2020-03-14,0,NA,NA,0
Arica y Parinacota,2020-03-15,0,NA,NA,0
Arica y Parinacota,2020-03-16,0,NA,NA,0
Arica y Parinacota,2020-03-17,0.2,NA,NA,0
Arica y Parinacota,2020-03-18,0.2,NA,NA,0
Arica y Parinacota,2020-03-19,0.2,NA,NA,1
Arica y Parinacota,2020-03-20,0.4,NA,NA,0
Arica y Parinacota,2020-03-21,0.4,NA,NA,0
Arica y Parinacota,2020-03-22,0.2,NA,NA,1
Arica y Parinacota,2020-03-23,0.2,NA,0,0
Arica y Parinacota,2020-03-24,0.4,NA,0,0
Arica y Parinacota,2020-03-25,0.2,0,0,0
Arica y Parinacota,2020-03-26,0.2,0,0,1
Arica y Parinacota,2020-03-27,0.4,0,0,0
Arica y Parinacota,2020-03-28,0.8,0,0,0
Arica y Parinacota,2020-03-29,0.6,0,0,1
Arica y Parinacota,2020-03-30,0.6,0,0,2
Arica y Parinacota,2020-03-31,0.8,0,0,0
Arica y Parinacota,2020-04-01,1.6,0,0,0
Arica y Parinacota,2020-04-02,1.2,0,0,1
Arica y Parinacota,2020-04-03,4.4,0,0,5
Arica y Parinacota,2020-04-04,7,0,0,0
Arica y Parinacota,2020-04-05,9.2,0,0,16
Arica y Parinacota,2020-04-06,10.2,0,0,13
Arica y Parinacota,2020-04-07,12.6,0,0,12
Arica y Parinacota,2020-04-08,11.8,0,0,10
Arica y Parinacota,2020-04-09,13.2,0,0,12
Arica y Parinacota,2020-04-10,12.4,0.2,0,12
Arica y Parinacota,2020-04-11,10.4,0.2,0,20
Arica y Parinacota,2020-04-12,9,0.2,1,8
Arica y Parinacota,2020-04-13,7.4,0.2,0,0
Arica y Parinacota,2020-04-14,4.4,0.2,0,5
Arica y Parinacota,2020-04-15,3.8,0.2,0,4
Arica y Parinacota,2020-04-16,5.4,0.2,0,5
Arica y Parinacota,2020-04-17,5,0.2,1,5
Arica y Parinacota,2020-04-18,7.4,0.2,0,8
Arica y Parinacota,2020-04-19,8.2,0.2,0,3
Arica y Parinacota,2020-04-20,9.2,0,0,16
Arica y Parinacota,2020-04-21,13.6,0,0,9
Arica y Parinacota,2020-04-22,18.8,0.2,0,10
Arica y Parinacota,2020-04-23,16.8,0.2,0,30
Arica y Parinacota,2020-04-24,16.4,0.2,1,29
Arica y Parinacota,2020-04-25,17,0.2,0,6
Arica y Parinacota,2020-04-26,11.6,0.2,0,7
Arica y Parinacota,2020-04-27,6.6,0.2,0,13
Arica y Parinacota,2020-04-28,6.8,0.2,0,3
Arica y Parinacota,2020-04-29,9,0.2,1,4
Arica y Parinacota,2020-04-30,8.4,0.2,0,7
Arica y Parinacota,2020-05-01,8,0.2,0,18
Arica y Parinacota,2020-05-02,7.2,0,0,10
Arica y Parinacota,2020-05-03,7.2,0,0,1
Arica y Parinacota,2020-05-04,4.2,0.2,0,0
Arica y Parinacota,2020-05-05,3.6,0.4,0,7
Arica y Parinacota,2020-05-06,3.8,0.4,1,3
Arica y Parinacota,2020-05-07,5.8,0.4,1,7
Arica y Parinacota,2020-05-08,5,0.4,0,2
Arica y Parinacota,2020-05-09,6.6,0.4,0,10
Arica y Parinacota,2020-05-10,5.2,0.2,0,3
Arica y Parinacota,2020-05-11,6.4,0.2,1,11
Arica y Parinacota,2020-05-12,5.2,0.2,0,0
Arica y Parinacota,2020-05-13,5.6,0.2,0,8
Arica y Parinacota,2020-05-14,5.2,0,0,4
Arica y Parinacota,2020-05-15,5.4,0,0,5
Arica y Parinacota,2020-05-16,7.8,0,0,9
Arica y Parinacota,2020-05-17,11.8,0,0,1
Arica y Parinacota,2020-05-18,11.2,0,0,20
Arica y Parinacota,2020-05-19,15.2,0,0,24
Arica y Parinacota,2020-05-20,18.6,0,0,2
Arica y Parinacota,2020-05-21,16.8,0,0,29
Arica y Parinacota,2020-05-22,15.2,0,0,18
Arica y Parinacota,2020-05-23,17.8,0,0,11
Arica y Parinacota,2020-05-24,13.8,0,0,16
Arica y Parinacota,2020-05-25,14,0,0,15
Arica y Parinacota,2020-05-26,16,0,0,9
Arica y Parinacota,2020-05-27,16.8,0,0,19
Arica y Parinacota,2020-05-28,15,0,0,21
Arica y Parinacota,2020-05-29,19.4,0,0,20
Arica y Parinacota,2020-05-30,19,0.2,0,6
Arica y Parinacota,2020-05-31,18.4,0.2,0,31
Arica y Parinacota,2020-06-01,23.8,0.2,1,17
Arica y Parinacota,2020-06-02,29.6,0.2,0,18
Arica y Parinacota,2020-06-03,32.6,0.4,0,47
Arica y Parinacota,2020-06-04,36.6,0.2,0,35
Arica y Parinacota,2020-06-05,39.2,0.2,1,46
Arica y Parinacota,2020-06-06,34.6,0.2,0,37
Arica y Parinacota,2020-06-07,35.6,0.2,0,31
Arica y Parinacota,2020-06-08,29.6,0.4,0,24
Arica y Parinacota,2020-06-09,29.6,0.4,0,40
Arica y Parinacota,2020-06-10,32.2,0.4,2,16
Arica y Parinacota,2020-06-11,37.6,0.4,0,37
Arica y Parinacota,2020-06-12,39,0.6,0,44
Arica y Parinacota,2020-06-13,41.8,0.2,0,51
Arica y Parinacota,2020-06-14,37.8,0.2,1,47
Arica y Parinacota,2020-06-15,40.2,0.2,0,30
Arica y Parinacota,2020-06-16,34.2,0.4,0,17
Arica y Parinacota,2020-06-17,36,0.2,0,56
Arica y Parinacota,2020-06-18,36,0.2,1,21
Arica y Parinacota,2020-06-19,41.8,0.2,0,56
Arica y Parinacota,2020-06-20,40.4,0.2,0,30
Arica y Parinacota,2020-06-21,40.8,0,0,46
Arica y Parinacota,2020-06-22,35.6,0.6,0,49
Arica y Parinacota,2020-06-23,37.2,0.8,0,23
Arica y Parinacota,2020-06-24,35.4,1.4,3,30
Arica y Parinacota,2020-06-25,38.2,1.6,1,38
Arica y Parinacota,2020-06-26,41.2,1.6,3,37
Arica y Parinacota,2020-06-27,42.4,1,1,63
Arica y Parinacota,2020-06-28,40.4,0.8,0,38
Arica y Parinacota,2020-06-29,45.6,0.2,0,36
Arica y Parinacota,2020-06-30,44.2,0.2,0,28
Arica y Parinacota,2020-07-01,48,0.4,0,63
Arica y Parinacota,2020-07-02,52.8,0.4,1,56
Arica y Parinacota,2020-07-03,58.6,0.4,1,57
Arica y Parinacota,2020-07-04,62.2,0.4,0,60
Arica y Parinacota,2020-07-05,57.4,0.2,0,57
Arica y Parinacota,2020-07-06,58,0.4,0,81
Arica y Parinacota,2020-07-07,64.8,0.4,0,32
Arica y Parinacota,2020-07-08,63.2,0.8,2,60
Arica y Parinacota,2020-07-09,61.6,0.8,0,94
Arica y Parinacota,2020-07-10,69.6,1.2,2,49
Arica y Parinacota,2020-07-11,76.6,0.8,0,73
Arica y Parinacota,2020-07-12,73,0.8,2,72
Arica y Parinacota,2020-07-13,82.6,1,0,95
Arica y Parinacota,2020-07-14,88.8,1.2,0,76
Arica y Parinacota,2020-07-15,93.6,1.2,3,97
Arica y Parinacota,2020-07-16,89.8,1.4,1,104
Arica y Parinacota,2020-07-17,83.4,1.6,2,96
Arica y Parinacota,2020-07-18,90.4,1.8,1,76
Arica y Parinacota,2020-07-19,90.2,1.6,1,44
Arica y Parinacota,2020-07-20,82.8,1.2,4,132
Arica y Parinacota,2020-07-21,94,1.2,0,103
Arica y Parinacota,2020-07-22,114,1.4,0,59
Arica y Parinacota,2020-07-23,107.6,1.2,1,132
Arica y Parinacota,2020-07-24,114,1.4,2,144
Arica y Parinacota,2020-07-25,117.6,2.2,3,100
Arica y Parinacota,2020-07-26,115.4,2,1,135
Arica y Parinacota,2020-07-27,106.4,1.6,4,77
Arica y Parinacota,2020-07-28,106.2,2,0,121
Arica y Parinacota,2020-07-29,96.2,2.2,0,99
Arica y Parinacota,2020-07-30,102,1.8,5,99
Arica y Parinacota,2020-07-31,92.8,2.4,2,85
Arica y Parinacota,2020-08-01,84.8,3.4,2,106
Arica y Parinacota,2020-08-02,80.6,2.4,3,75
Arica y Parinacota,2020-08-03,76.4,2,5,59
Arica y Parinacota,2020-08-04,74.8,2.6,0,78
Arica y Parinacota,2020-08-05,77,2.2,0,64
Arica y Parinacota,2020-08-06,80.6,1.6,5,98
Arica y Parinacota,2020-08-07,95,1.8,1,86
Arica y Parinacota,2020-08-08,102.8,2,2,77
Arica y Parinacota,2020-08-09,101.8,1,1,150
Arica y Parinacota,2020-08-10,108,0.8,1,103
Arica y Parinacota,2020-08-11,104.8,0.8,0,93
Arica y Parinacota,2020-08-12,91.4,0.8,0,117
Arica y Parinacota,2020-08-13,90.2,0.8,2,61
Arica y Parinacota,2020-08-14,89,1.4,1,83
Arica y Parinacota,2020-08-15,79.2,1.4,1,97
Arica y Parinacota,2020-08-16,77.2,1,3,87
Arica y Parinacota,2020-08-17,67.8,0.8,0,68
Arica y Parinacota,2020-08-18,62.2,2.2,0,51
Arica y Parinacota,2020-08-19,60.6,2,0,36
Arica y Parinacota,2020-08-20,63.8,2.4,8,69
Arica y Parinacota,2020-08-21,62.2,2.6,2,79
Arica y Parinacota,2020-08-22,71,3,2,84
Arica y Parinacota,2020-08-23,65,1.4,1,43
Arica y Parinacota,2020-08-24,58.2,1,2,80
Arica y Parinacota,2020-08-25,50.2,1.4,0,39
Arica y Parinacota,2020-08-26,54.2,1.6,0,45
Arica y Parinacota,2020-08-27,49.4,1.2,4,44
Arica y Parinacota,2020-08-28,53.8,1.4,2,63
Arica y Parinacota,2020-08-29,58.2,1.4,0,56
Arica y Parinacota,2020-08-30,60.4,0.8,1,61
Arica y Parinacota,2020-08-31,52.8,0.4,0,67
Arica y Parinacota,2020-09-01,54,1.2,1,55
Arica y Parinacota,2020-09-02,52.6,1.4,0,25
Arica y Parinacota,2020-09-03,49.2,1.6,4,62
Arica y Parinacota,2020-09-04,49.2,1.8,2,54
Arica y Parinacota,2020-09-05,56.8,2.2,1,50
Arica y Parinacota,2020-09-06,52.2,1.4,2,55
Arica y Parinacota,2020-09-07,47.8,1,2,63
Arica y Parinacota,2020-09-08,45.2,1.6,0,39
Arica y Parinacota,2020-09-09,44,1.8,0,32
Arica y Parinacota,2020-09-10,39.4,1.8,4,37
Arica y Parinacota,2020-09-11,42.4,2.4,3,49
Arica y Parinacota,2020-09-12,46,2.8,2,40
Arica y Parinacota,2020-09-13,48,2,3,54
Arica y Parinacota,2020-09-14,47.8,1.4,2,50
Arica y Parinacota,2020-09-15,46.4,1.2,0,47
Arica y Parinacota,2020-09-16,43.8,0.8,0,48
Arica y Parinacota,2020-09-17,46.4,1,1,33
Arica y Parinacota,2020-09-18,47.6,1,1,41
Arica y Parinacota,2020-09-19,40.6,1,3,63
Arica y Parinacota,2020-09-20,40.4,0.8,0,53
Arica y Parinacota,2020-09-21,41.2,0.6,0,13
Arica y Parinacota,2020-09-22,37.4,0.8,0,32
Arica y Parinacota,2020-09-23,40.8,1.4,0,45
Arica y Parinacota,2020-09-24,49.2,1.4,4,44
Arica y Parinacota,2020-09-25,59.2,1.4,3,70
Arica y Parinacota,2020-09-26,64,1.4,0,55
Arica y Parinacota,2020-09-27,66.6,0.8,0,82
Arica y Parinacota,2020-09-28,65.6,0.2,0,69
Arica y Parinacota,2020-09-29,66.8,1,1,57
Arica y Parinacota,2020-09-30,66.2,1,0,65
Arica y Parinacota,2020-10-01,66,1.4,4,61
Arica y Parinacota,2020-10-02,66.8,1.2,0,79
Arica y Parinacota,2020-10-03,62.6,1.6,2,68
Arica y Parinacota,2020-10-04,60.8,1,0,61
Arica y Parinacota,2020-10-05,55,1,2,44
Arica y Parinacota,2020-10-06,53.6,0.8,1,52
Arica y Parinacota,2020-10-07,52,0.8,0,50
Arica y Parinacota,2020-10-08,52,0.4,1,61
Arica y Parinacota,2020-10-09,50.2,0.2,0,53
Arica y Parinacota,2020-10-10,52.2,0.6,0,44
Arica y Parinacota,2020-10-11,48.6,0.4,0,43
Arica y Parinacota,2020-10-12,48,0.6,2,60
Arica y Parinacota,2020-10-13,48.2,0.6,0,43
Arica y Parinacota,2020-10-14,51.4,1.6,1,50
Arica y Parinacota,2020-10-15,47.8,1.6,0,45
Arica y Parinacota,2020-10-16,49.6,2,5,59
Arica y Parinacota,2020-10-17,45,2.2,2,42
Arica y Parinacota,2020-10-18,40.4,2.6,2,52
Arica y Parinacota,2020-10-19,36,1.8,2,27
Arica y Parinacota,2020-10-20,38.4,1.6,2,22
Arica y Parinacota,2020-10-21,38.2,1.4,1,37
Arica y Parinacota,2020-10-22,42.8,1,1,54
Arica y Parinacota,2020-10-23,46.4,0.8,1,51
Arica y Parinacota,2020-10-24,47.2,0.6,0,50
Arica y Parinacota,2020-10-25,40.8,0.4,1,40
Arica y Parinacota,2020-10-26,34.6,0.2,0,41
Arica y Parinacota,2020-10-27,35.2,0.8,0,22
Arica y Parinacota,2020-10-28,35.8,0.6,0,20
Arica y Parinacota,2020-10-29,36.2,1.4,3,53
Arica y Parinacota,2020-10-30,36.6,1.6,0,43
Arica y Parinacota,2020-10-31,36.2,1.8,4,43
Arica y Parinacota,2020-11-01,30.8,1.2,1,24
Arica y Parinacota,2020-11-02,26.2,1.2,1,18
Arica y Parinacota,2020-11-03,25.6,1,0,26
Arica y Parinacota,2020-11-04,29.4,1.2,0,20
Arica y Parinacota,2020-11-05,32.2,1,3,40
Arica y Parinacota,2020-11-06,34,1,2,43
Arica y Parinacota,2020-11-07,36.6,1,0,32
Arica y Parinacota,2020-11-08,31.8,0.6,0,35
Arica y Parinacota,2020-11-09,26.8,0.2,0,33
Arica y Parinacota,2020-11-10,26.4,0.2,1,16
Arica y Parinacota,2020-11-11,22.8,0.6,0,18
Arica y Parinacota,2020-11-12,21.2,0.6,0,30
Arica y Parinacota,2020-11-13,23.2,0.8,2,17
Arica y Parinacota,2020-11-14,23,1,0,25
Arica y Parinacota,2020-11-15,18.6,1.2,2,26
Arica y Parinacota,2020-11-16,18.8,0.8,1,17
Arica y Parinacota,2020-11-17,18.6,0.8,1,8
Arica y Parinacota,2020-11-18,19.8,0.6,0,18
Arica y Parinacota,2020-11-19,18.4,0.4,0,24
Arica y Parinacota,2020-11-20,20,0.4,1,32
Arica y Parinacota,2020-11-21,20,0.4,0,10
Arica y Parinacota,2020-11-22,16.4,0.6,1,16
Arica y Parinacota,2020-11-23,11.4,0.4,0,18
Arica y Parinacota,2020-11-24,13.4,0.4,1,6
Arica y Parinacota,2020-11-25,12.4,0.4,0,7
Arica y Parinacota,2020-11-26,12.4,1,0,20
Arica y Parinacota,2020-11-27,14.2,1,1,11
Arica y Parinacota,2020-11-28,16.6,1.4,3,18
Arica y Parinacota,2020-11-29,13.2,1.4,1,15
Arica y Parinacota,2020-11-30,13,1.2,2,19
Arica y Parinacota,2020-12-01,12,0.8,0,3
Arica y Parinacota,2020-12-02,11.8,0.8,0,10
Arica y Parinacota,2020-12-03,10.8,0.6,1,13
Arica y Parinacota,2020-12-04,13,0.8,1,14
Arica y Parinacota,2020-12-05,13.8,0.8,1,14
Arica y Parinacota,2020-12-06,11.6,0.6,1,14
Arica y Parinacota,2020-12-07,12.2,0.4,0,14
Arica y Parinacota,2020-12-08,13,0.6,0,2
Arica y Parinacota,2020-12-09,13,0.4,0,17
Arica y Parinacota,2020-12-10,16.6,0.6,2,18
Arica y Parinacota,2020-12-11,21.2,0.6,0,14
Arica y Parinacota,2020-12-12,22.2,0.6,1,32
Arica y Parinacota,2020-12-13,21,0.2,0,25
Arica y Parinacota,2020-12-14,20,0.2,0,22
Arica y Parinacota,2020-12-15,14.2,0.2,0,12
Arica y Parinacota,2020-12-16,19.2,0.4,0,9
Arica y Parinacota,2020-12-17,17,0.4,1,3
Arica y Parinacota,2020-12-18,20.6,0.6,1,50
Arica y Parinacota,2020-12-19,21.8,0.6,0,11
Arica y Parinacota,2020-12-20,23.4,0.4,1,30
Arica y Parinacota,2020-12-21,16.8,0.2,0,15
Arica y Parinacota,2020-12-22,22.6,1,0,11
Arica y Parinacota,2020-12-23,21.2,1,0,17
Arica y Parinacota,2020-12-24,22.6,1,4,40
Arica y Parinacota,2020-12-25,22.2,1.2,1,23
Arica y Parinacota,2020-12-26,22.8,1.2,0,22
Arica y Parinacota,2020-12-27,19.2,0.4,1,9
Arica y Parinacota,2020-12-28,20.4,0.2,0,20
Arica y Parinacota,2020-12-29,21.6,0.6,0,22
Arica y Parinacota,2020-12-30,30.6,0.4,0,29
Arica y Parinacota,2020-12-31,36,0.8,2,28
Arica y Parinacota,2021-01-01,37.2,0.8,0,54
Arica y Parinacota,2021-01-02,33.8,0.8,2,47
Arica y Parinacota,2021-01-03,32.8,0.4,0,28
Arica y Parinacota,2021-01-04,27.8,0.4,0,12
Arica y Parinacota,2021-01-05,26.8,0.2,0,23
Arica y Parinacota,2021-01-06,31,0.2,0,29
Arica y Parinacota,2021-01-07,43.8,0.8,1,42
Arica y Parinacota,2021-01-08,48.6,0.8,0,49
Arica y Parinacota,2021-01-09,62.6,1,3,76
Arica y Parinacota,2021-01-10,63.6,0.8,0,47
Arica y Parinacota,2021-01-11,60.6,1,1,99
Arica y Parinacota,2021-01-12,65.4,2,0,47
Arica y Parinacota,2021-01-13,68,2.4,1,34
Arica y Parinacota,2021-01-14,65.2,2.4,8,100
Arica y Parinacota,2021-01-15,79.2,2.4,2,60
Arica y Parinacota,2021-01-16,91.6,2.4,1,85
Arica y Parinacota,2021-01-17,84.2,0.8,0,117
Arica y Parinacota,2021-01-18,81,0.4,1,96
Arica y Parinacota,2021-01-19,80.6,0.8,0,63
Arica y Parinacota,2021-01-20,76.2,1.2,0,44
Arica y Parinacota,2021-01-21,75.2,1,3,83
Arica y Parinacota,2021-01-22,80.2,1,2,95
Arica y Parinacota,2021-01-23,87,1.2,0,91
Arica y Parinacota,2021-01-24,83,0.6,0,88
Arica y Parinacota,2021-01-25,80.6,0.2,1,78
Arica y Parinacota,2021-01-26,80.6,0.6,0,63
Arica y Parinacota,2021-01-27,84.4,0.6,0,83
Arica y Parinacota,2021-01-28,88.6,0.4,2,91
Arica y Parinacota,2021-01-29,98,0.6,0,107
Arica y Parinacota,2021-01-30,101.2,1,0,99
Arica y Parinacota,2021-01-31,98.8,0.6,1,110
Arica y Parinacota,2021-02-01,87.6,0.6,2,99
Arica y Parinacota,2021-02-02,82,1,0,79
Arica y Parinacota,2021-02-03,76,1.2,0,51
Arica y Parinacota,2021-02-04,76,1,2,71
Arica y Parinacota,2021-02-05,80.6,1.6,2,80
Arica y Parinacota,2021-02-06,88.2,1.8,1,99
Arica y Parinacota,2021-02-07,83.2,1.4,3,102
Arica y Parinacota,2021-02-08,80.2,1,1,89
Arica y Parinacota,2021-02-09,76.8,2.2,0,46
Arica y Parinacota,2021-02-10,75.2,2.2,0,65
Arica y Parinacota,2021-02-11,68.4,2.4,7,82
Arica y Parinacota,2021-02-12,83.2,2.4,3,94
Arica y Parinacota,2021-02-13,86.4,2.4,2,55
Arica y Parinacota,2021-02-14,79.8,1,0,120
Arica y Parinacota,2021-02-15,71.6,0.4,0,81
Arica y Parinacota,2021-02-16,81.8,0.6,0,49
Arica y Parinacota,2021-02-17,77,1,0,53
Arica y Parinacota,2021-02-18,77.4,1,3,106
Arica y Parinacota,2021-02-19,86,1.4,2,96
Arica y Parinacota,2021-02-20,95.2,1.8,0,83
Arica y Parinacota,2021-02-21,85.8,1.2,2,92
Arica y Parinacota,2021-02-22,76.8,0.8,2,99
Arica y Parinacota,2021-02-23,78.6,1.6,0,59
Arica y Parinacota,2021-02-24,76.4,1.8,0,51
Arica y Parinacota,2021-02-25,74.2,1.6,4,92
Arica y Parinacota,2021-02-26,73.8,1.8,3,81
Arica y Parinacota,2021-02-27,74.8,2,1,88
Arica y Parinacota,2021-02-28,67.2,1.2,1,57
Arica y Parinacota,2021-03-01,57.8,0.6,1,56
Arica y Parinacota,2021-03-02,56.4,2,0,54
Arica y Parinacota,2021-03-03,62.4,2.4,0,34
Arica y Parinacota,2021-03-04,65.4,2.4,8,81
Arica y Parinacota,2021-03-05,63.8,2.6,3,87
Arica y Parinacota,2021-03-06,74,2.6,1,71
Arica y Parinacota,2021-03-07,63,1,1,46
Arica y Parinacota,2021-03-08,54.2,0.4,0,85
Arica y Parinacota,2021-03-09,60.8,1.2,0,26
Arica y Parinacota,2021-03-10,67.6,1.4,0,43
Arica y Parinacota,2021-03-11,65.2,2,5,104
Arica y Parinacota,2021-03-12,70,3.2,2,80
Arica y Parinacota,2021-03-13,84.6,4,3,73
Arica y Parinacota,2021-03-14,72.4,3,6,50
Arica y Parinacota,2021-03-15,79.2,2.6,4,116
Arica y Parinacota,2021-03-16,91.4,2.8,0,43
Arica y Parinacota,2021-03-17,99.4,2.4,0,114
Arica y Parinacota,2021-03-18,96.4,1.8,4,134
Arica y Parinacota,2021-03-19,101.6,2,4,90
Arica y Parinacota,2021-03-20,90.8,2.6,1,101
Arica y Parinacota,2021-03-21,72.2,1.8,1,69
Arica y Parinacota,2021-03-22,62.2,1,3,60
Arica y Parinacota,2021-03-23,62.8,1,0,41
Arica y Parinacota,2021-03-24,66.2,1,0,40
Arica y Parinacota,2021-03-25,66.8,0.8,1,104
Arica y Parinacota,2021-03-26,78.8,1.2,1,86
Arica y Parinacota,2021-03-27,85.2,1.4,2,63
Arica y Parinacota,2021-03-28,73.6,1.4,2,101
Arica y Parinacota,2021-03-29,71.6,1.2,1,72
Arica y Parinacota,2021-03-30,88,1.2,1,46
Arica y Parinacota,2021-03-31,83,1,0,76
Arica y Parinacota,2021-04-01,79,1,2,145
Arica y Parinacota,2021-04-02,87.2,1,1,76
Arica y Parinacota,2021-04-03,82.8,1,1,52
Arica y Parinacota,2021-04-04,61.8,0.8,1,87
Arica y Parinacota,2021-04-05,60.6,1,0,54
Arica y Parinacota,2021-04-06,81,1,1,40
Arica y Parinacota,2021-04-07,84.6,1,2,70
Arica y Parinacota,2021-04-08,89.2,1,1,154
Arica y Parinacota,2021-04-09,99.6,1,1,105
Arica y Parinacota,2021-04-10,104.8,1,0,77
Arica y Parinacota,2021-04-11,85.2,0.8,1,92
Arica y Parinacota,2021-04-12,72.6,0.6,2,96
Arica y Parinacota,2021-04-13,81.6,1.4,0,56
Arica y Parinacota,2021-04-14,84.4,1.6,0,42
Arica y Parinacota,2021-04-15,88.6,1.8,4,122
Arica y Parinacota,2021-04-16,94.4,3,2,106
Arica y Parinacota,2021-04-17,106.8,3.4,3,117
Arica y Parinacota,2021-04-18,91.8,2.6,6,85
Arica y Parinacota,2021-04-19,84,2.2,2,104
Arica y Parinacota,2021-04-20,90.2,2.6,0,47
Arica y Parinacota,2021-04-21,98.6,2,0,67
Arica y Parinacota,2021-04-22,99.2,1.6,5,148
Arica y Parinacota,2021-04-23,113,2,3,127
Arica y Parinacota,2021-04-24,121,2.6,0,107
Arica y Parinacota,2021-04-25,114.2,1.6,2,116
Arica y Parinacota,2021-04-26,98.8,1,3,107
Arica y Parinacota,2021-04-27,95.4,1,0,114
Arica y Parinacota,2021-04-28,89.6,0.8,0,50
Arica y Parinacota,2021-04-29,85.6,1,0,90
Arica y Parinacota,2021-04-30,82.6,1.2,1,87
Arica y Parinacota,2021-05-01,88.2,1.6,4,87
Arica y Parinacota,2021-05-02,81.8,1.6,1,99
Arica y Parinacota,2021-05-03,74.8,1.4,2,78
Arica y Parinacota,2021-05-04,85.2,1.4,0,58
Arica y Parinacota,2021-05-05,NA,NA,0,52
Arica y Parinacota,2021-05-06,NA,NA,4,139
Tarapacá,2020-03-03,NA,NA,NA,0
Tarapacá,2020-03-04,NA,NA,NA,0
Tarapacá,2020-03-05,0,NA,NA,0
Tarapacá,2020-03-06,0,NA,NA,0
Tarapacá,2020-03-07,0,NA,NA,0
Tarapacá,2020-03-08,0,NA,NA,0
Tarapacá,2020-03-09,0,NA,NA,0
Tarapacá,2020-03-10,0,NA,NA,0
Tarapacá,2020-03-11,0,NA,NA,0
Tarapacá,2020-03-12,0,NA,NA,0
Tarapacá,2020-03-13,0,NA,NA,0
Tarapacá,2020-03-14,0,NA,NA,0
Tarapacá,2020-03-15,0,NA,NA,0
Tarapacá,2020-03-16,0,NA,NA,0
Tarapacá,2020-03-17,0,NA,NA,0
Tarapacá,2020-03-18,0,NA,NA,0
Tarapacá,2020-03-19,0,NA,NA,0
Tarapacá,2020-03-20,0,NA,NA,0
Tarapacá,2020-03-21,0.2,NA,NA,0
Tarapacá,2020-03-22,0.8,NA,NA,0
Tarapacá,2020-03-23,0.8,NA,0,1
Tarapacá,2020-03-24,1,NA,0,3
Tarapacá,2020-03-25,1,0,0,0
Tarapacá,2020-03-26,0.8,0,0,1
Tarapacá,2020-03-27,0.4,0,0,0
Tarapacá,2020-03-28,0.8,0,0,0
Tarapacá,2020-03-29,1,0,0,1
Tarapacá,2020-03-30,1,0,0,2
Tarapacá,2020-03-31,1.4,0,0,2
Tarapacá,2020-04-01,1.4,0,0,0
Tarapacá,2020-04-02,1.8,0,0,2
Tarapacá,2020-04-03,2,0,0,1
Tarapacá,2020-04-04,2.2,0,0,4
Tarapacá,2020-04-05,2.2,0,0,3
Tarapacá,2020-04-06,2.6,0,0,1
Tarapacá,2020-04-07,2.4,0,0,2
Tarapacá,2020-04-08,3,0,0,3
Tarapacá,2020-04-09,3.4,0,0,3
Tarapacá,2020-04-10,4.6,0,0,6
Tarapacá,2020-04-11,5.2,0,0,3
Tarapacá,2020-04-12,6.6,0,0,8
Tarapacá,2020-04-13,5.4,0,0,6
Tarapacá,2020-04-14,5.6,0,0,10
Tarapacá,2020-04-15,5.4,0,0,0
Tarapacá,2020-04-16,5.8,0,0,4
Tarapacá,2020-04-17,5.6,0,0,7
Tarapacá,2020-04-18,6.2,0,0,8
Tarapacá,2020-04-19,7.6,0,0,9
Tarapacá,2020-04-20,8.2,0,0,3
Tarapacá,2020-04-21,9.4,0,0,11
Tarapacá,2020-04-22,8.8,0,0,10
Tarapacá,2020-04-23,10,0.2,0,14
Tarapacá,2020-04-24,10.4,0.2,0,6
Tarapacá,2020-04-25,10,0.2,1,9
Tarapacá,2020-04-26,8.2,0.2,0,13
Tarapacá,2020-04-27,9.8,0.2,0,8
Tarapacá,2020-04-28,11,0,0,5
Tarapacá,2020-04-29,8.8,0,0,14
Tarapacá,2020-04-30,9.6,0,0,15
Tarapacá,2020-05-01,20.6,0,0,2
Tarapacá,2020-05-02,22.4,0,0,12
Tarapacá,2020-05-03,24.8,0,0,60
Tarapacá,2020-05-04,27.8,0,0,23
Tarapacá,2020-05-05,41,0,0,27
Tarapacá,2020-05-06,37.4,0,0,17
Tarapacá,2020-05-07,38,0,0,78
Tarapacá,2020-05-08,39.6,0,0,42
Tarapacá,2020-05-09,41.6,0,0,26
Tarapacá,2020-05-10,32.2,0,0,35
Tarapacá,2020-05-11,31.2,0,0,27
Tarapacá,2020-05-12,39.4,0,0,31
Tarapacá,2020-05-13,51.8,0.2,0,37
Tarapacá,2020-05-14,59.6,0.2,0,67
Tarapacá,2020-05-15,79.4,0.6,1,97
Tarapacá,2020-05-16,88.2,0.6,0,66
Tarapacá,2020-05-17,85.4,0.6,2,130
Tarapacá,2020-05-18,72,0.4,0,81
Tarapacá,2020-05-19,80.2,0.4,0,53
