region,fecha,casos_nuevos,fallecidos,fallecidos_d,casos_nuevos_d
Los Lagos,2020-05-14,10.4,0.2,0,5
Los Lagos,2020-05-15,10.6,0,0,8
Los Lagos,2020-05-16,4.8,0,0,3
Los Lagos,2020-05-17,4.6,0.2,0,3
Los Lagos,2020-05-18,5,0.2,0,5
Los Lagos,2020-05-19,9.8,0.4,1,4
Los Lagos,2020-05-20,14,0.4,0,10
Los Lagos,2020-05-21,15,0.4,1,27
Los Lagos,2020-05-22,16,0.2,0,24
Los Lagos,2020-05-23,19.4,0.2,0,10
Los Lagos,2020-05-24,17.6,0,0,9
Los Lagos,2020-05-25,14.8,0,0,27
Los Lagos,2020-05-26,17.4,0,0,18
Los Lagos,2020-05-27,17.2,0,0,10
Los Lagos,2020-05-28,19.4,0,0,23
Los Lagos,2020-05-29,16.4,0,0,8
Los Lagos,2020-05-30,14.4,0,0,38
Los Lagos,2020-05-31,16,0,0,3
Los Lagos,2020-06-01,18.2,0,0,0
Los Lagos,2020-06-02,13.2,0,0,31
Los Lagos,2020-06-03,21,0,0,19
Los Lagos,2020-06-04,24.4,0,0,13
Los Lagos,2020-06-05,21.8,0,0,42
Los Lagos,2020-06-06,19.4,0,0,17
Los Lagos,2020-06-07,20.4,0,0,18
Los Lagos,2020-06-08,14.6,0,0,7
Los Lagos,2020-06-09,15.4,0,0,18
Los Lagos,2020-06-10,16,0,0,13
Los Lagos,2020-06-11,19.6,0.2,0,21
Los Lagos,2020-06-12,22.6,0.2,0,21
Los Lagos,2020-06-13,25.4,0.2,1,25
Los Lagos,2020-06-14,23.2,0.2,0,33
Los Lagos,2020-06-15,26.8,0.4,0,27
Los Lagos,2020-06-16,24.6,0.2,0,10
Los Lagos,2020-06-17,25,0.2,1,39
Los Lagos,2020-06-18,27,0.4,0,14
Los Lagos,2020-06-19,35,0.8,0,35
Los Lagos,2020-06-20,37.6,0.6,1,37
Los Lagos,2020-06-21,40.6,0.6,2,50
Los Lagos,2020-06-22,37,0.8,0,52
Los Lagos,2020-06-23,34,0.8,0,29
Los Lagos,2020-06-24,31.2,0.6,1,17
Los Lagos,2020-06-25,27.2,0.6,1,22
Los Lagos,2020-06-26,28.6,0.8,1,36
Los Lagos,2020-06-27,31.8,0.6,0,32
Los Lagos,2020-06-28,30.2,0.4,1,36
Los Lagos,2020-06-29,28.6,0.2,0,33
Los Lagos,2020-06-30,32.2,0.2,0,14
Los Lagos,2020-07-01,39.4,0,0,28
Los Lagos,2020-07-02,42.8,0,0,50
Los Lagos,2020-07-03,54.8,0,0,72
Los Lagos,2020-07-04,54.4,0,0,50
Los Lagos,2020-07-05,48.8,0,0,74
Los Lagos,2020-07-06,48.2,0,0,26
Los Lagos,2020-07-07,48.6,0.2,0,22
Los Lagos,2020-07-08,43.2,0.2,0,69
Los Lagos,2020-07-09,53.2,0.2,1,52
Los Lagos,2020-07-10,61.6,0.4,0,47
Los Lagos,2020-07-11,56.8,0.4,0,76
Los Lagos,2020-07-12,60.6,0.2,1,64
Los Lagos,2020-07-13,62,0.4,0,45
Los Lagos,2020-07-14,59.8,0.6,0,71
Los Lagos,2020-07-15,60,1.4,1,54
Los Lagos,2020-07-16,55.6,1.8,1,65
Los Lagos,2020-07-17,61.4,1.8,5,65
Los Lagos,2020-07-18,55.2,1.6,2,23
Los Lagos,2020-07-19,57,1.4,0,100
Los Lagos,2020-07-20,58.6,0.4,0,23
Los Lagos,2020-07-21,69,0.2,0,74
Los Lagos,2020-07-22,72,0.2,0,73
Los Lagos,2020-07-23,93.6,0.2,1,75
Los Lagos,2020-07-24,107.2,0.4,0,115
Los Lagos,2020-07-25,117,0.4,0,131
Los Lagos,2020-07-26,124.2,0.2,1,142
Los Lagos,2020-07-27,114.6,0.2,0,122
Los Lagos,2020-07-28,105,0.6,0,111
Los Lagos,2020-07-29,101,1,0,67
Los Lagos,2020-07-30,105,1.4,2,83
Los Lagos,2020-07-31,109.2,1.6,3,122
Los Lagos,2020-08-01,108.2,1.6,2,142
Los Lagos,2020-08-02,116.2,1.4,1,132
Los Lagos,2020-08-03,110.2,0.8,0,62
Los Lagos,2020-08-04,101,1.6,1,123
Los Lagos,2020-08-05,102,1.8,0,92
Los Lagos,2020-08-06,112.4,2,6,96
Los Lagos,2020-08-07,113.4,2.2,2,137
Los Lagos,2020-08-08,109.4,2.2,1,114
Los Lagos,2020-08-09,100,1,2,128
Los Lagos,2020-08-10,91.6,0.6,0,72
Los Lagos,2020-08-11,83.8,0.4,0,49
Los Lagos,2020-08-12,78.6,0.4,0,95
Los Lagos,2020-08-13,82.2,0.4,0,75
Los Lagos,2020-08-14,97,0.4,2,102
Los Lagos,2020-08-15,87.6,0.6,0,90
Los Lagos,2020-08-16,85.4,0.6,0,123
Los Lagos,2020-08-17,76.4,0.2,1,48
Los Lagos,2020-08-18,78,0.8,0,64
Los Lagos,2020-08-19,70.2,1,0,57
Los Lagos,2020-08-20,74.6,1.2,3,98
Los Lagos,2020-08-21,81.4,1.2,1,84
Los Lagos,2020-08-22,81.2,1.8,2,70
Los Lagos,2020-08-23,69.2,1.2,0,98
Los Lagos,2020-08-24,65.2,1,3,56
Los Lagos,2020-08-25,61,0.6,0,38
Los Lagos,2020-08-26,63,0.6,0,64
Los Lagos,2020-08-27,65.6,0.2,0,49
Los Lagos,2020-08-28,79.8,0.2,0,108
Los Lagos,2020-08-29,77.2,0.4,1,69
Los Lagos,2020-08-30,77.6,0.4,0,109
Los Lagos,2020-08-31,72.8,0.4,1,51
Los Lagos,2020-09-01,69.2,0.6,0,51
Los Lagos,2020-09-02,60.8,1,0,84
Los Lagos,2020-09-03,68,0.8,2,51
Los Lagos,2020-09-04,86,0.8,2,67
Los Lagos,2020-09-05,78.6,0.8,0,87
Los Lagos,2020-09-06,75,0.4,0,141
Los Lagos,2020-09-07,72.6,0,0,47
Los Lagos,2020-09-08,62.6,0.4,0,33
Los Lagos,2020-09-09,56.4,0.8,0,55
Los Lagos,2020-09-10,63.4,1,2,37
Los Lagos,2020-09-11,69.8,1.2,2,110
Los Lagos,2020-09-12,71.6,1.8,1,82
Los Lagos,2020-09-13,83,1.4,1,65
Los Lagos,2020-09-14,69.4,1,3,64
Los Lagos,2020-09-15,73,1.4,0,94
Los Lagos,2020-09-16,74,1.2,0,42
Los Lagos,2020-09-17,101,0.8,3,100
Los Lagos,2020-09-18,102.4,1.2,0,70
Los Lagos,2020-09-19,101.4,1.2,1,199
Los Lagos,2020-09-20,92.2,0.6,2,101
Los Lagos,2020-09-21,89.2,0.6,0,37
Los Lagos,2020-09-22,69.2,1.2,0,54
Los Lagos,2020-09-23,93.4,1,0,55
Los Lagos,2020-09-24,113.6,1.4,4,99
Los Lagos,2020-09-25,136.2,1.4,1,222
Los Lagos,2020-09-26,159,1.6,2,138
Los Lagos,2020-09-27,171,0.8,0,167
Los Lagos,2020-09-28,140.6,0.6,1,169
Los Lagos,2020-09-29,139.2,0.4,0,159
Los Lagos,2020-09-30,138,0.4,0,70
Los Lagos,2020-10-01,143.6,0.4,1,131
Los Lagos,2020-10-02,141.2,0.6,0,161
Los Lagos,2020-10-03,162.8,1,1,197
Los Lagos,2020-10-04,172.4,0.8,1,147
Los Lagos,2020-10-05,158.2,0.8,2,178
Los Lagos,2020-10-06,145.2,0.8,0,179
Los Lagos,2020-10-07,143.4,0.8,0,90
Los Lagos,2020-10-08,143.6,0.6,1,132
Los Lagos,2020-10-09,151.6,0.6,1,138
Los Lagos,2020-10-10,159.6,1,1,179
Los Lagos,2020-10-11,172.6,0.8,0,219
Los Lagos,2020-10-12,168,0.6,2,130
Los Lagos,2020-10-13,157,0.4,0,197
Los Lagos,2020-10-14,161.8,1.6,0,115
Los Lagos,2020-10-15,183.8,1.6,0,124
Los Lagos,2020-10-16,191.6,1.6,6,243
Los Lagos,2020-10-17,202.8,2,2,240
Los Lagos,2020-10-18,203,2,0,236
Los Lagos,2020-10-19,183.8,0.8,2,171
Los Lagos,2020-10-20,181.6,0.6,0,125
Los Lagos,2020-10-21,186.6,0.6,0,147
Los Lagos,2020-10-22,196.6,0.8,1,229
Los Lagos,2020-10-23,219.4,1.4,0,261
Los Lagos,2020-10-24,228.2,1.6,3,221
Los Lagos,2020-10-25,213.8,1.4,3,239
Los Lagos,2020-10-26,182.6,1.4,1,191
Los Lagos,2020-10-27,180.6,1.8,0,157
Los Lagos,2020-10-28,178.6,1.6,0,105
Los Lagos,2020-10-29,181.2,1.4,5,211
Los Lagos,2020-10-30,204,1.4,2,229
Los Lagos,2020-10-31,228.2,1.6,0,204
Los Lagos,2020-11-01,210.4,0.6,0,271
Los Lagos,2020-11-02,186.6,0.2,1,226
Los Lagos,2020-11-03,177.2,1,0,122
Los Lagos,2020-11-04,185.8,1.4,0,110
Los Lagos,2020-11-05,191,1.6,4,157
Los Lagos,2020-11-06,204.4,1.8,2,314
Los Lagos,2020-11-07,222.4,2.8,2,252
Los Lagos,2020-11-08,230.6,2,1,189
Los Lagos,2020-11-09,190.4,1.6,5,200
Los Lagos,2020-11-10,183.8,2,0,198
Los Lagos,2020-11-11,194.8,2.8,0,113
Los Lagos,2020-11-12,203.8,2.6,4,219
Los Lagos,2020-11-13,220.6,3.2,5,244
Los Lagos,2020-11-14,249.2,3.4,4,245
Los Lagos,2020-11-15,234.2,2.6,3,282
Los Lagos,2020-11-16,211.8,1.6,1,256
Los Lagos,2020-11-17,204,1.8,0,144
Los Lagos,2020-11-18,188.8,2,0,132
Los Lagos,2020-11-19,185.4,1.8,5,206
Los Lagos,2020-11-20,199,2.4,4,206
Los Lagos,2020-11-21,212.4,3.6,0,239
Los Lagos,2020-11-22,191.4,2.6,3,212
Los Lagos,2020-11-23,167.6,1.8,6,199
Los Lagos,2020-11-24,157.6,3,0,101
Los Lagos,2020-11-25,147.6,3.6,0,87
Los Lagos,2020-11-26,143.6,3,6,189
Los Lagos,2020-11-27,161.2,3.4,6,162
Los Lagos,2020-11-28,168.8,4.6,3,179
Los Lagos,2020-11-29,152.8,3.4,2,189
Los Lagos,2020-11-30,136.6,2.2,6,125
Los Lagos,2020-12-01,125.4,3.4,0,109
Los Lagos,2020-12-02,120.8,3.2,0,81
Los Lagos,2020-12-03,126.6,2.2,9,123
Los Lagos,2020-12-04,135.6,3,1,166
Los Lagos,2020-12-05,149.4,3.6,1,154
Los Lagos,2020-12-06,147.4,1.8,4,154
Los Lagos,2020-12-07,134.8,1.6,3,150
Los Lagos,2020-12-08,146.8,1.8,0,113
Los Lagos,2020-12-09,136.2,1,0,103
Los Lagos,2020-12-10,146.2,1,2,214
Los Lagos,2020-12-11,157.2,1.6,0,101
Los Lagos,2020-12-12,161.6,1.8,3,200
Los Lagos,2020-12-13,140.2,1.4,3,168
Los Lagos,2020-12-14,139,1.4,1,125
Los Lagos,2020-12-15,141.6,1.6,0,107
Los Lagos,2020-12-16,141,1.4,0,95
Los Lagos,2020-12-17,149.4,1.6,4,213
Los Lagos,2020-12-18,170.8,2.4,2,165
Los Lagos,2020-12-19,183.6,3,2,167
Los Lagos,2020-12-20,177.8,2.2,4,214
Los Lagos,2020-12-21,182.4,2.2,3,159
Los Lagos,2020-12-22,183.8,2.6,0,184
Los Lagos,2020-12-23,196.2,2,2,188
Los Lagos,2020-12-24,221.8,1.8,4,174
Los Lagos,2020-12-25,220.8,2.2,1,276
Los Lagos,2020-12-26,218.8,1.8,2,287
Los Lagos,2020-12-27,222.8,1,2,179
Los Lagos,2020-12-28,194.4,0.8,0,178
Los Lagos,2020-12-29,190.4,1.6,0,194
Los Lagos,2020-12-30,225.6,1.4,0,134
Los Lagos,2020-12-31,287.8,2.2,6,267
Los Lagos,2021-01-01,283.2,2.6,1,355
Los Lagos,2021-01-02,319.4,2.6,4,489
Los Lagos,2021-01-03,301.2,1.4,2,171
Los Lagos,2021-01-04,281.8,1.2,0,315
Los Lagos,2021-01-05,279,1.8,0,176
Los Lagos,2021-01-06,341.4,1.8,0,258
Los Lagos,2021-01-07,400.6,2,7,475
Los Lagos,2021-01-08,471.6,2.4,2,483
Los Lagos,2021-01-09,541.6,4,1,611
Los Lagos,2021-01-10,524.6,2.6,2,531
Los Lagos,2021-01-11,543.2,2.8,8,608
Los Lagos,2021-01-12,532.4,3,0,390
Los Lagos,2021-01-13,560.2,4,3,576
Los Lagos,2021-01-14,562.4,3.4,2,557
Los Lagos,2021-01-15,616.2,4.2,7,670
Los Lagos,2021-01-16,604.8,5.2,5,619
Los Lagos,2021-01-17,584.4,5,4,659
Los Lagos,2021-01-18,564.4,3.6,8,519
Los Lagos,2021-01-19,556.8,6.4,1,455
Los Lagos,2021-01-20,575.6,6.8,0,570
Los Lagos,2021-01-21,635.4,6.6,19,581
Los Lagos,2021-01-22,691.8,8,6,753
Los Lagos,2021-01-23,690.2,9.4,7,818
Los Lagos,2021-01-24,683,5.6,8,737
Los Lagos,2021-01-25,606.6,4.4,7,562
Los Lagos,2021-01-26,575.6,5.8,0,545
Los Lagos,2021-01-27,559.8,6.6,0,371
Los Lagos,2021-01-28,561.4,6.2,14,663
Los Lagos,2021-01-29,568.6,8.6,12,658
Los Lagos,2021-01-30,605.6,11.2,5,570
Los Lagos,2021-01-31,536.4,8.4,12,581
Los Lagos,2021-02-01,465.8,6,13,556
Los Lagos,2021-02-02,444.6,8.6,0,317
Los Lagos,2021-02-03,420,7.8,0,305
Los Lagos,2021-02-04,410,7.8,18,464
Los Lagos,2021-02-05,433.4,8.8,8,458
Los Lagos,2021-02-06,446.2,11.8,13,506
Los Lagos,2021-02-07,416.8,8.2,5,434
Los Lagos,2021-02-08,371.4,6.6,15,369
Los Lagos,2021-02-09,341,7.4,0,317
Los Lagos,2021-02-10,333.2,7.4,0,231
Los Lagos,2021-02-11,337.2,6.6,17,354
Los Lagos,2021-02-12,350.6,8.8,5,395
Los Lagos,2021-02-13,370.2,11.2,11,389
Los Lagos,2021-02-14,341,7.8,11,384
Los Lagos,2021-02-15,306.8,6.8,12,329
Los Lagos,2021-02-16,296.2,7.6,0,208
Los Lagos,2021-02-17,281.8,6.6,0,224
Los Lagos,2021-02-18,283.2,5.8,15,336
Los Lagos,2021-02-19,290.4,6.8,6,312
Los Lagos,2021-02-20,295.2,8.4,8,336
Los Lagos,2021-02-21,256.8,5.4,5,244
Los Lagos,2021-02-22,237,4.4,8,248
Los Lagos,2021-02-23,234.4,5.4,0,144
Los Lagos,2021-02-24,246.6,6.2,1,213
Los Lagos,2021-02-25,278.2,6,13,323
Los Lagos,2021-02-26,306.4,9.2,9,305
Los Lagos,2021-02-27,325.6,11,7,406
Los Lagos,2021-02-28,295.6,8.4,16,285
Los Lagos,2021-03-01,281,6.6,10,309
Los Lagos,2021-03-02,265.8,7.6,0,173
Los Lagos,2021-03-03,296,6,0,232
Los Lagos,2021-03-04,315.4,5.2,12,330
Los Lagos,2021-03-05,356.8,6.6,8,436
Los Lagos,2021-03-06,374.2,8.2,6,406
Los Lagos,2021-03-07,364.4,6,7,380
Los Lagos,2021-03-08,317.8,4.4,8,319
Los Lagos,2021-03-09,303.6,6,1,281
Los Lagos,2021-03-10,303.6,6,0,203
Los Lagos,2021-03-11,318,6,14,335
Los Lagos,2021-03-12,324.8,6.2,7,380
Los Lagos,2021-03-13,336.6,8.2,8,391
Los Lagos,2021-03-14,324.6,5.4,2,315
Los Lagos,2021-03-15,295,4,10,262
Los Lagos,2021-03-16,271.4,4.4,0,275
Los Lagos,2021-03-17,271.4,5,0,232
Los Lagos,2021-03-18,297.4,4.8,10,273
Los Lagos,2021-03-19,315.2,5.8,5,315
Los Lagos,2021-03-20,329.4,7.2,9,392
Los Lagos,2021-03-21,316.6,5.2,5,364
Los Lagos,2021-03-22,294.6,4.2,7,303
Los Lagos,2021-03-23,284.6,3.8,0,209
Los Lagos,2021-03-24,286.4,3.4,0,205
Los Lagos,2021-03-25,292,2.6,7,342
Los Lagos,2021-03-26,320.6,4,3,373
Los Lagos,2021-03-27,335.2,8,3,331
Los Lagos,2021-03-28,309.8,6.6,7,352
Los Lagos,2021-03-29,262.4,6,20,278
Los Lagos,2021-03-30,282,8,0,215
Los Lagos,2021-03-31,290.6,7.8,0,136
Los Lagos,2021-04-01,290.8,4.2,13,429
Los Lagos,2021-04-02,321.2,5.4,6,395
Los Lagos,2021-04-03,324,5.4,2,279
Los Lagos,2021-04-04,269.4,3.2,6,367
Los Lagos,2021-04-05,220.2,2.6,0,150
Los Lagos,2021-04-06,237.2,4,2,156
Los Lagos,2021-04-07,244,4.2,3,149
Los Lagos,2021-04-08,300.6,4.8,9,364
Los Lagos,2021-04-09,330.4,5.4,7,401
Los Lagos,2021-04-10,348.6,5.8,3,433
Los Lagos,2021-04-11,312.6,4,5,305
Los Lagos,2021-04-12,262.2,2.6,5,240
Los Lagos,2021-04-13,247.6,3,0,184
Los Lagos,2021-04-14,257.4,2.2,0,149
Los Lagos,2021-04-15,273.8,2.2,5,360
Los Lagos,2021-04-16,297.6,3.8,1,354
Los Lagos,2021-04-17,307.4,4.6,5,322
Los Lagos,2021-04-18,268.4,3.6,8,303
Los Lagos,2021-04-19,227.2,3.4,4,198
Los Lagos,2021-04-20,221.2,4.6,0,165
Los Lagos,2021-04-21,223.4,3,0,148
Los Lagos,2021-04-22,235.4,3.6,11,292
Los Lagos,2021-04-23,259,3.8,0,314
Los Lagos,2021-04-24,278.2,4.6,7,258
Los Lagos,2021-04-25,250.6,2.4,1,283
Los Lagos,2021-04-26,210.4,2.4,4,244
Los Lagos,2021-04-27,212.6,3.6,0,154
Los Lagos,2021-04-28,210.4,4.8,0,113
Los Lagos,2021-04-29,210.8,5.6,13,269
Los Lagos,2021-04-30,230.6,7,7,272
Los Lagos,2021-05-01,246.6,8.4,8,246
Los Lagos,2021-05-02,211.4,5.8,7,253
Los Lagos,2021-05-03,184,4.4,7,193
Los Lagos,2021-05-04,193.2,5.4,0,93
Los Lagos,2021-05-05,NA,NA,0,135
Los Lagos,2021-05-06,NA,NA,13,292
Aysén,2020-03-03,NA,NA,NA,0
Aysén,2020-03-04,NA,NA,NA,0
Aysén,2020-03-05,0,NA,NA,0
Aysén,2020-03-06,0,NA,NA,0
Aysén,2020-03-07,0,NA,NA,0
Aysén,2020-03-08,0,NA,NA,0
Aysén,2020-03-09,0,NA,NA,0
Aysén,2020-03-10,0,NA,NA,0
Aysén,2020-03-11,0,NA,NA,0
Aysén,2020-03-12,0.2,NA,NA,0
Aysén,2020-03-13,0.2,NA,NA,0
Aysén,2020-03-14,0.2,NA,NA,1
Aysén,2020-03-15,0.2,NA,NA,0
Aysén,2020-03-16,0.2,NA,NA,0
Aysén,2020-03-17,0,NA,NA,0
Aysén,2020-03-18,0,NA,NA,0
Aysén,2020-03-19,0,NA,NA,0
Aysén,2020-03-20,0,NA,NA,0
Aysén,2020-03-21,0,NA,NA,0
Aysén,2020-03-22,0,NA,NA,0
Aysén,2020-03-23,0,NA,0,0
Aysén,2020-03-24,0.2,NA,0,0
Aysén,2020-03-25,0.2,0,0,0
Aysén,2020-03-26,0.2,0,0,1
Aysén,2020-03-27,0.2,0,0,0
Aysén,2020-03-28,0.2,0,0,0
Aysén,2020-03-29,0,0,0,0
Aysén,2020-03-30,0.2,0,0,0
Aysén,2020-03-31,0.6,0,0,0
Aysén,2020-04-01,0.8,0,0,1
Aysén,2020-04-02,0.8,0,0,2
Aysén,2020-04-03,1,0,0,1
Aysén,2020-04-04,0.8,0,0,0
Aysén,2020-04-05,0.4,0,0,1
Aysén,2020-04-06,0.2,0,0,0
Aysén,2020-04-07,0.2,0,0,0
Aysén,2020-04-08,0,0,0,0
Aysén,2020-04-09,0,0,0,0
Aysén,2020-04-10,0,0,0,0
Aysén,2020-04-11,0,0,0,0
Aysén,2020-04-12,0,0,0,0
Aysén,2020-04-13,0,0,0,0
Aysén,2020-04-14,0,0,0,0
Aysén,2020-04-15,0,0,0,0
Aysén,2020-04-16,0,0,0,0
Aysén,2020-04-17,0,0,0,0
Aysén,2020-04-18,0,0,0,0
Aysén,2020-04-19,0,0,0,0
Aysén,2020-04-20,0,0,0,0
Aysén,2020-04-21,0,0,0,0
Aysén,2020-04-22,0,0,0,0
Aysén,2020-04-23,0,0,0,0
Aysén,2020-04-24,0,0,0,0
Aysén,2020-04-25,0,0,0,0
Aysén,2020-04-26,0,0,0,0
Aysén,2020-04-27,0,0,0,0
Aysén,2020-04-28,0,0,0,0
Aysén,2020-04-29,0,0,0,0
Aysén,2020-04-30,0,0,0,0
Aysén,2020-05-01,0,0,0,0
Aysén,2020-05-02,0,0,0,0
Aysén,2020-05-03,0,0,0,0
Aysén,2020-05-04,0,0,0,0
Aysén,2020-05-05,0.2,0,0,0
Aysén,2020-05-06,0.2,0,0,0
Aysén,2020-05-07,0.2,0,0,1
Aysén,2020-05-08,0.2,0,0,0
Aysén,2020-05-09,0.2,0,0,0
Aysén,2020-05-10,0,0,0,0
Aysén,2020-05-11,0,0,0,0
Aysén,2020-05-12,0,0,0,0
Aysén,2020-05-13,0,0,0,0
Aysén,2020-05-14,0,0,0,0
Aysén,2020-05-15,0,0,0,0
Aysén,2020-05-16,0,0,0,0
Aysén,2020-05-17,0,0,0,0
Aysén,2020-05-18,0,0,0,0
Aysén,2020-05-19,0,0,0,0
Aysén,2020-05-20,0,0,0,0
Aysén,2020-05-21,0,0,0,0
Aysén,2020-05-22,0,0,0,0
Aysén,2020-05-23,0.4,0,0,0
Aysén,2020-05-24,0.8,0,0,0
Aysén,2020-05-25,0.8,0,0,2
Aysén,2020-05-26,1.2,0,0,2
Aysén,2020-05-27,1.6,0,0,0
Aysén,2020-05-28,1.2,0,0,2
Aysén,2020-05-29,1,0,0,2
Aysén,2020-05-30,1,0,0,0
Aysén,2020-05-31,0.8,0,0,1
Aysén,2020-06-01,0.4,0,0,0
Aysén,2020-06-02,0.6,0,0,1
Aysén,2020-06-03,0.4,0,0,0
Aysén,2020-06-04,0.4,0,0,1
Aysén,2020-06-05,0.4,0,0,0
Aysén,2020-06-06,0.6,0,0,0
Aysén,2020-06-07,0.4,0,0,1
Aysén,2020-06-08,0.4,0,0,1
Aysén,2020-06-09,0.6,0,0,0
Aysén,2020-06-10,0.4,0,0,0
Aysén,2020-06-11,0.6,0,0,1
Aysén,2020-06-12,0.6,0,0,0
Aysén,2020-06-13,1,0,0,2
Aysén,2020-06-14,0.8,0,0,0
Aysén,2020-06-15,0.8,0,0,2
Aysén,2020-06-16,0.4,0,0,0
Aysén,2020-06-17,0.6,0,0,0
Aysén,2020-06-18,0.4,0,0,0
Aysén,2020-06-19,0.4,0,0,1
Aysén,2020-06-20,0.4,0,0,1
Aysén,2020-06-21,0.4,0,0,0
Aysén,2020-06-22,0.2,0,0,0
Aysén,2020-06-23,0.2,0,0,0
Aysén,2020-06-24,0.4,0,0,0
Aysén,2020-06-25,1.4,0,0,1
Aysén,2020-06-26,2.6,0,0,1
Aysén,2020-06-27,2.8,0,0,5
Aysén,2020-06-28,2.6,0,0,6
Aysén,2020-06-29,2.4,0,0,1
Aysén,2020-06-30,2.2,0,0,0
Aysén,2020-07-01,1,0,0,0
Aysén,2020-07-02,0.8,0,0,4
Aysén,2020-07-03,1.2,0,0,0
Aysén,2020-07-04,1.2,0,0,0
Aysén,2020-07-05,0.4,0,0,2
Aysén,2020-07-06,0.6,0,0,0
Aysén,2020-07-07,0.6,0,0,0
Aysén,2020-07-08,0.4,0,0,1
Aysén,2020-07-09,0.6,0,0,0
Aysén,2020-07-10,1.6,0,0,1
Aysén,2020-07-11,1.8,0,0,1
Aysén,2020-07-12,1.8,0,0,5
Aysén,2020-07-13,2,0,0,2
Aysén,2020-07-14,2,0,0,0
Aysén,2020-07-15,2.6,0.2,0,2
Aysén,2020-07-16,2.2,0.2,0,1
Aysén,2020-07-17,2.2,0.2,1,8
Aysén,2020-07-18,1.8,0.2,0,0
Aysén,2020-07-19,1.6,0.2,0,0
Aysén,2020-07-20,0,0,0,0
Aysén,2020-07-21,0,0,0,0
Aysén,2020-07-22,0.2,0,0,0
Aysén,2020-07-23,0.6,0,0,0
Aysén,2020-07-24,0.6,0,0,1
Aysén,2020-07-25,1.2,0,0,2
Aysén,2020-07-26,1.2,0,0,0
Aysén,2020-07-27,1.4,0,0,3
Aysén,2020-07-28,1,0,0,0
Aysén,2020-07-29,1.6,0,0,2
Aysén,2020-07-30,1,0,0,0
Aysén,2020-07-31,1.6,0,0,3
Aysén,2020-08-01,1.2,0,0,0
Aysén,2020-08-02,1.2,0,0,3
Aysén,2020-08-03,0.6,0,0,0
Aysén,2020-08-04,0.8,0,0,0
Aysén,2020-08-05,0.6,0,0,0
Aysén,2020-08-06,0.6,0,0,1
Aysén,2020-08-07,2.2,0,0,2
Aysén,2020-08-08,2.4,0,0,0
Aysén,2020-08-09,2.2,0,0,8
Aysén,2020-08-10,1.8,0,0,1
Aysén,2020-08-11,1.8,0,0,0
Aysén,2020-08-12,0.2,0,0,0
Aysén,2020-08-13,0.2,0,0,0
Aysén,2020-08-14,0.6,0,0,0
Aysén,2020-08-15,0.6,0,0,1
Aysén,2020-08-16,0.6,0,0,2
Aysén,2020-08-17,0.6,0,0,0
Aysén,2020-08-18,0.6,0,0,0
Aysén,2020-08-19,0.2,0,0,0
Aysén,2020-08-20,0.6,0,0,1
Aysén,2020-08-21,0.6,0,0,0
Aysén,2020-08-22,0.8,0,0,2
Aysén,2020-08-23,1.4,0,0,0
Aysén,2020-08-24,2.2,0,0,1
Aysén,2020-08-25,1.8,0,0,4
Aysén,2020-08-26,2.6,0,0,4
Aysén,2020-08-27,4.2,0,0,0
Aysén,2020-08-28,3.4,0,0,4
Aysén,2020-08-29,2.8,0,0,9
Aysén,2020-08-30,2.8,0,0,0
Aysén,2020-08-31,2,0,0,1
Aysén,2020-09-01,0.2,0,0,0
Aysén,2020-09-02,0.2,0,0,0
Aysén,2020-09-03,1.2,0,0,0
Aysén,2020-09-04,2,0,0,0
Aysén,2020-09-05,2,0,0,6
Aysén,2020-09-06,2,0,0,4
Aysén,2020-09-07,2,0,0,0
Aysén,2020-09-08,2.2,0,0,0
Aysén,2020-09-09,1.4,0,0,0
Aysén,2020-09-10,1.6,0,0,7
Aysén,2020-09-11,3.6,0,0,0
Aysén,2020-09-12,6.2,0,0,1
Aysén,2020-09-13,6.6,0,0,10
Aysén,2020-09-14,7,0,0,13
Aysén,2020-09-15,8.8,0,0,9
Aysén,2020-09-16,9.4,0,0,2
Aysén,2020-09-17,11,0,0,10
Aysén,2020-09-18,11,0,0,13
Aysén,2020-09-19,12.6,0,0,21
Aysén,2020-09-20,12.8,0,0,9
Aysén,2020-09-21,13.4,0,0,10
Aysén,2020-09-22,12.8,0,0,11
Aysén,2020-09-23,13.8,0,0,16
Aysén,2020-09-24,15.8,0,0,18
Aysén,2020-09-25,15.4,0,0,14
Aysén,2020-09-26,12.4,0,0,20
Aysén,2020-09-27,26,0,0,9
Aysén,2020-09-28,30.4,0,0,1
Aysén,2020-09-29,31.6,0,0,86
Aysén,2020-09-30,33.2,0,0,36
Aysén,2020-10-01,40.2,0,0,26
Aysén,2020-10-02,29.8,0,0,17
Aysén,2020-10-03,23,0,0,36
Aysén,2020-10-04,19.2,0,0,34
Aysén,2020-10-05,20.8,0,0,2
Aysén,2020-10-06,15.2,0,0,7
Aysén,2020-10-07,15,0,0,25
Aysén,2020-10-08,18.8,0,0,8
Aysén,2020-10-09,24.2,0,0,33
Aysén,2020-10-10,22.8,0,0,21
Aysén,2020-10-11,24.2,0,0,34
Aysén,2020-10-12,21.4,0,0,18
Aysén,2020-10-13,22.4,0,0,15
Aysén,2020-10-14,19.2,0.2,0,19
Aysén,2020-10-15,21.8,0.2,0,26
Aysén,2020-10-16,20.4,0.2,1,18
Aysén,2020-10-17,22,0.2,0,31
