x,edad,sexo,p_originario
6318,47,H,no
6319,47,H,no
6320,24,M,si
6321,9,M,no
6322,42,M,no
6323,42,M,no
6324,79,M,no
6325,29,H,no
6326,32,M,no
6327,15,M,no
6328,62,M,no
6329,30,H,no
6330,47,H,no
6331,51,H,no
6332,31,H,no
6333,31,H,no
6334,22,M,no
6335,10,M,no
6336,13,M,no
6337,25,H,no
6338,56,M,no
6339,9,M,no
6340,66,M,no
6341,14,M,no
6342,32,H,no
6343,57,M,no
6344,31,M,no
6345,14,M,no
6346,33,H,no
6347,52,M,no
6348,37,M,no
6349,8,M,no
6350,40,M,no
6351,47,M,no
6352,5,M,si
6353,69,M,no
6354,80,H,no
6355,68,H,no
6356,71,M,si
6357,27,M,no
6358,36,H,no
6359,71,H,no
6360,41,H,no
6361,25,H,no
6362,62,M,no
6363,33,H,si
6364,59,M,no
6365,5,H,no
6366,51,H,no
6367,79,M,no
6368,24,M,no
6369,7,H,no
6370,80,H,no
6371,23,H,no
6372,6,H,no
6373,40,H,no
6374,18,H,no
6375,38,H,no
6376,61,H,no
6377,28,H,no
6378,43,H,no
6379,9,M,no
6380,35,H,no
6381,55,H,no
6382,53,H,no
6383,32,H,no
6384,23,H,no
6385,64,M,no
6386,31,M,no
6387,55,M,no
6388,29,H,no
6389,13,H,no
6390,1,H,no
6391,30,H,no
6392,70,M,no
6393,31,H,no
6394,7,H,no
6395,35,H,si
6396,3,M,no
6397,19,H,no
6398,21,H,si
6399,21,M,no
6400,45,M,si
6401,36,M,no
6402,50,M,si
6403,50,M,si
6404,66,H,no
6405,34,H,no
6406,65,H,no
6407,62,H,no
6408,36,M,no
6409,18,M,no
6410,32,M,no
6411,29,H,si
6412,20,M,no
6413,40,M,no
6414,38,H,no
6415,23,M,no
6416,41,M,no
6417,30,M,no
6418,32,H,no
6419,32,H,no
6420,51,M,no
6421,14,M,no
6422,37,M,no
6423,29,M,no
6424,16,M,no
6425,76,M,no
6426,68,H,no
6427,23,H,no
6428,3,H,no
6429,24,H,no
6430,11,M,no
6431,52,H,no
6432,70,M,no
6433,2,M,no
6434,38,H,no
6435,26,H,no
6436,13,M,no
6437,64,H,no
6438,11,M,no
6439,67,M,no
6440,26,H,no
6441,61,H,no
6442,48,M,no
6443,46,H,no
6444,53,M,no
6445,19,M,no
6446,14,H,no
6447,1,H,no
6448,74,H,no
6449,14,H,no
6450,25,M,no
6451,66,H,no
6452,49,M,no
6453,20,M,no
6454,58,M,no
6455,80,H,no
6456,45,H,no
6457,31,H,no
6458,23,M,no
6459,73,H,no
6460,34,M,no
6461,24,M,si
6462,37,H,no
6463,65,M,no
6464,62,M,no
6465,67,H,no
6466,14,H,no
6467,7,M,no
6468,31,H,no
6469,54,H,si
6470,16,H,no
6471,66,H,no
6472,18,H,no
6473,31,M,no
6474,32,M,no
6475,3,H,no
6476,59,H,no
6477,83,M,no
6478,87,M,no
6479,7,H,no
6480,7,H,no
6481,66,M,no
6482,40,H,no
6483,20,H,no
6484,23,M,no
6485,6,H,no
6486,6,H,no
6487,29,H,no
6488,30,M,no
6489,38,M,no
6490,2,H,no
6491,71,M,no
6492,15,H,si
6493,39,M,no
6494,44,M,si
6495,5,M,si
6496,44,M,no
6497,45,H,no
6498,67,H,si
6499,58,M,no
6500,15,M,no
6501,27,M,no
6502,41,H,no
6503,39,M,no
6504,9,M,no
6505,57,M,no
6506,52,M,si
6507,0,M,no
6508,26,M,no
6509,31,H,no
6510,9,H,si
6511,29,M,no
6512,39,H,no
6513,7,H,no
6514,7,M,no
6515,2,M,no
6516,0,H,no
6517,2,H,no
6518,60,M,si
6519,49,H,no
6520,44,H,no
6521,29,H,si
6522,14,M,no
6523,73,H,no
6524,12,H,no
6525,57,M,no
6526,3,M,no
6527,16,M,no
6528,54,H,no
6529,25,H,no
6530,23,M,no
6531,47,M,no
6532,5,H,no
6533,26,H,no
6534,25,M,no
6535,45,H,si
6536,59,M,no
6537,32,M,no
6538,3,M,si
6539,2,H,no
6540,24,H,no
6541,19,H,no
6542,7,M,no
6543,69,M,no
6544,60,M,no
6545,36,H,si
6546,45,M,no
6547,42,H,no
6548,84,H,si
6549,7,H,no
6550,22,H,si
6551,27,M,no
6552,3,H,no
6553,25,H,no
6554,33,H,no
6555,20,M,no
6556,21,H,no
6557,34,M,no
6558,22,M,si
6559,55,M,no
6560,39,H,no
6561,76,M,no
6562,41,H,no
6563,69,M,no
6564,0,H,no
6565,32,M,no
6566,75,M,no
6567,28,M,no
6568,83,M,si
6569,3,M,no
6570,39,H,no
6571,30,M,no
6572,17,H,no
6573,57,H,no
6574,61,H,no
6575,91,H,si
6576,78,M,no
6577,69,M,no
6578,17,H,no
6579,28,H,no
6580,30,H,no
6581,49,M,no
6582,36,M,si
6583,25,M,no
6584,28,H,no
6585,55,H,no
6586,53,M,no
6587,61,H,no
6588,38,H,no
6589,48,M,no
6590,57,M,no
6591,5,M,no
6592,13,H,no
6593,14,M,no
6594,50,H,no
6595,82,M,no
6596,24,M,si
6597,9,M,no
6598,0,H,no
6599,20,M,si
6600,6,M,no
6601,63,M,no
6602,72,M,no
6603,62,M,no
6604,15,H,no
6605,57,M,no
6606,28,H,si
6607,75,M,no
6608,37,H,no
6609,61,M,no
6610,60,H,no
6611,53,H,no
6612,22,M,no
6613,87,M,no
6614,14,H,no
6615,62,M,si
6616,88,M,no
6617,27,M,no
6618,1,M,no
6619,64,H,no
6620,3,H,no
6621,16,H,no
6622,28,M,no
6623,67,M,no
6624,42,M,si
6625,44,H,no
6626,59,H,no
6627,65,H,no
6628,43,M,no
6629,36,H,no
6630,37,M,no
6631,39,M,si
6632,63,H,no
6633,26,H,no
6634,45,M,no
6635,37,H,no
6636,11,M,no
6637,6,M,no
6638,19,M,no
6639,9,M,no
6640,18,M,no
6641,20,M,no
6642,17,M,no
6643,3,H,no
6644,38,M,no
6645,29,M,no
6646,40,M,no
6647,4,M,no
6648,15,M,no
6649,16,M,no
6650,1,H,no
6651,27,M,no
6652,11,M,no
6653,64,M,no
6654,63,H,no
6655,44,M,no
6656,32,H,no
6657,41,H,no
6658,56,H,si
6659,26,M,no
6660,39,M,no
6661,82,H,no
6662,67,H,no
6663,20,H,si
6664,45,M,no
6665,55,M,no
6666,73,M,no
6667,11,H,no
6668,47,H,no
6669,27,M,no
6670,20,H,no
6671,20,H,no
6672,12,M,si
6673,28,M,no
6674,4,H,no
6675,44,M,no
6676,1,H,no
6677,18,H,si
6678,15,M,no
6679,9,H,no
6680,89,M,no
6681,26,H,no
6682,5,H,si
6683,8,H,no
6684,26,M,no
6685,24,H,no
6686,46,M,si
6687,2,M,no
6688,74,H,no
6689,7,H,si
6690,36,M,no
6691,36,M,si
6692,56,M,no
6693,39,M,no
6694,64,H,no
6695,37,M,no
6696,31,H,no
6697,43,H,no
6698,13,H,si
6699,54,H,no
6700,44,H,si
6701,8,M,no
6702,47,H,no
6703,31,H,no
6704,35,H,no
6705,44,H,si
6706,4,M,no
6707,12,M,no
6708,49,H,no
6709,69,M,no
6710,27,M,no
6711,23,H,no
6712,49,M,no
6713,30,M,no
6714,50,H,si
6715,1,M,no
6716,38,H,no
6717,47,H,no
6718,8,H,no
6719,27,H,no
6720,63,H,no
6721,22,H,si
6722,46,M,no
6723,56,M,no
6724,24,H,no
6725,21,H,no
6726,53,H,no
6727,23,M,no
6728,0,H,no
6729,60,M,no
6730,51,M,no
6731,58,M,no
6732,26,H,no
6733,25,M,no
6734,11,H,no
6735,6,M,no
6736,28,M,no
6737,15,H,no
6738,80,M,no
6739,12,H,no
6740,31,H,no
6741,48,H,no
6742,19,M,no
6743,75,M,no
6744,27,H,si
6745,5,H,no
6746,60,M,no
6747,27,H,no
6748,36,H,no
6749,30,M,no
6750,22,M,no
6751,45,H,no
6752,35,M,no
6753,34,M,si
6754,25,M,si
6755,1,H,no
6756,34,H,no
6757,19,H,no
6758,11,M,no
6759,20,H,no
6760,28,H,no
6761,50,H,no
6762,59,M,no
6763,0,M,no
6764,17,H,no
6765,26,M,no
6766,10,M,no
6767,25,H,no
6768,14,H,si
6769,42,M,no
6770,41,M,no
6771,62,H,no
6772,85,M,no
6773,29,H,no
6774,62,H,no
6775,66,H,no
6776,35,H,no
6777,34,M,no
6778,43,M,no
6779,26,M,no
6780,9,M,no
6781,21,H,no
6782,32,M,no
6783,9,H,no
6784,21,H,no
6785,25,M,no
6786,2,M,no
6787,43,H,no
6788,75,M,no
6789,20,M,si
6790,79,H,no
6791,58,M,si
6792,66,M,si
6793,54,H,no
6794,65,H,no
6795,30,M,no
6796,23,M,no
6797,9,M,no
6798,57,M,no
6799,24,H,no
6800,1,H,no
6801,65,M,no
6802,11,H,no
6803,42,H,no
6804,35,H,no
6805,25,M,no
6806,49,M,no
6807,22,H,no
6808,65,M,no
6809,74,M,no
6810,2,H,si
6811,22,H,no
6812,74,M,no
6813,1,M,si
6814,65,M,no
6815,77,M,no
6816,40,H,si
6817,53,M,no
6818,16,H,no
6819,22,H,no
6820,34,M,si
6821,6,M,si
6822,62,H,no
6823,68,M,no
6824,43,H,si
6825,53,M,no
6826,9,M,no
6827,6,M,no
6828,49,H,si
6829,53,M,si
6830,55,H,no
6831,3,H,no
6832,5,M,no
6833,70,H,no
6834,26,H,si
6835,39,H,no
6836,5,M,no
6837,91,M,no
6838,50,M,no
6839,57,H,no
6840,20,H,no
6841,33,H,no
6842,12,M,no
6843,41,M,no
6844,47,M,no
6845,46,H,si
6846,5,M,no
6847,14,H,si
6848,4,H,no
6849,39,H,no
6850,36,H,no
6851,21,H,no
6852,55,H,no
6853,26,H,no
6854,48,M,no
6855,24,H,no
6856,48,M,si
6857,58,M,no
6858,26,H,no
6859,4,M,no
6860,33,H,no
6861,52,M,no
6862,64,M,no
6863,0,H,no
6864,59,M,no
6865,41,H,no
6866,42,H,no
6867,83,M,no
6868,47,H,no
6869,50,H,no
6870,15,H,no
6871,31,M,no
6872,52,H,no
6873,38,M,no
6874,26,M,no
6875,7,H,no
6876,48,H,si
6877,9,M,no
6878,9,H,no
6879,54,M,no
6880,29,H,no
6881,49,M,no
6882,30,M,no
6883,14,M,si
6884,16,H,si
6885,48,H,no
6886,98,M,no
6887,39,H,no
6888,5,H,no
6889,8,M,si
6890,13,M,no
6891,21,H,no
6892,70,H,no
6893,68,H,si
6894,59,M,no
6895,32,H,no
6896,22,M,no
6897,40,H,no
6898,21,H,si
6899,67,H,si
6900,10,H,no
6901,10,H,no
6902,44,M,no
6903,37,H,no
6904,38,H,no
6905,32,M,no
6906,19,H,no
6907,2,M,no
6908,19,M,no
6909,18,M,no
6910,54,H,no
6911,41,M,no
6912,24,M,si
6913,12,M,no
6914,24,H,no
6915,11,M,no
6916,58,H,no
6917,61,H,no
6918,29,M,no
6919,31,H,no
6920,25,H,no
6921,32,H,no
6922,23,M,no
6923,29,H,no
6924,4,M,no
6925,42,M,no
6926,38,H,no
6927,33,M,si
6928,49,M,no
6929,43,M,no
6930,37,H,no
6931,38,H,no
6932,6,M,si
6933,40,H,no
6934,39,M,no
6935,44,M,no
6936,65,H,no
6937,61,M,si
6938,49,M,no
6939,64,M,no
6940,0,H,no
6941,52,M,no
6942,40,H,no
6943,3,M,no
6944,30,M,no
6945,0,H,no
6946,22,H,no
6947,70,H,si
6948,24,H,si
6949,69,M,no
6950,73,H,no
6951,23,M,no
6952,44,H,no
6953,0,H,si
6954,11,M,no
6955,7,H,no
6956,41,M,no
6957,25,H,no
6958,6,H,no
6959,4,H,no
6960,27,H,no
6961,49,M,si
6962,30,M,si
6963,2,M,no
6964,14,M,no
6965,66,M,no
6966,14,M,no
6967,34,M,no
6968,0,H,no
6969,19,H,no
6970,36,M,si
6971,43,H,no
6972,1,H,si
6973,1,M,no
6974,35,M,no
6975,73,H,no
6976,55,H,no
6977,27,H,no
6978,64,H,no
6979,40,M,no
6980,0,M,no
6981,44,M,no
6982,33,M,no
6983,48,M,si
6984,6,H,no
6985,26,H,no
6986,2,H,no
6987,21,M,no
6988,7,H,no
6989,39,H,no
6990,3,M,no
6991,0,M,no
6992,34,H,no
6993,49,H,no
6994,52,M,no
6995,50,M,si
6996,33,M,no
6997,16,M,no
6998,29,M,si
6999,76,H,no
7000,20,M,no
7001,51,M,no
7002,84,M,no
7003,23,H,no
7004,50,M,no
7005,89,M,no
7006,57,H,no
7007,28,H,no
7008,52,H,no
7009,69,H,no
7010,47,M,no
7011,52,H,no
7012,47,M,no
7013,2,H,no
7014,48,H,si
7015,4,H,no
7016,42,H,no
7017,21,H,no
7018,4,M,no
7019,2,M,no
7020,1,H,no
7021,43,M,no
7022,45,M,no
7023,63,H,no
7024,66,H,no
7025,2,H,no
7026,61,M,no
7027,55,M,no
7028,2,H,no
7029,14,M,no
7030,15,H,no
7031,1,H,no
7032,55,H,no
7033,89,M,no
7034,83,H,no
7035,89,M,no
7036,33,M,no
7037,65,M,no
7038,25,M,no
7039,30,H,no
7040,75,H,no
7041,8,H,no
7042,40,H,no
7043,52,M,si
7044,23,H,no
7045,70,H,si
7046,5,H,no
7047,95,H,no
7048,3,H,no
7049,0,H,no
7050,61,H,no
7051,76,M,no
7052,27,M,no
7053,41,H,no
7054,7,H,no
7055,80,H,si
7056,52,M,no
7057,17,H,no
7058,61,M,no
7059,6,M,no
7060,35,M,no
7061,26,M,no
7062,61,M,no
7063,14,H,no
7064,28,M,no
7065,79,M,no
7066,22,M,no
7067,63,M,no
7068,29,H,no
7069,5,H,no
7070,9,H,no
7071,28,H,no
7072,17,M,no
7073,29,H,no
7074,1,M,no
7075,3,H,no
7076,72,H,no
7077,74,H,no
7078,55,H,no
7079,60,H,no
7080,2,H,no
7081,19,H,no
7082,21,H,no
7083,54,H,no
7084,30,H,no
7085,7,H,no
7086,28,H,no
7087,25,M,no
7088,50,M,no
7089,56,H,si
7090,76,H,no
7091,78,H,no
7092,61,H,no
7093,57,M,no
7094,47,M,no
7095,26,M,no
7096,38,M,no
7097,7,M,no
7098,41,M,no
7099,16,H,no
7100,19,H,no
7101,85,M,no
7102,65,H,no
7103,10,M,no
7104,25,H,no
7105,77,M,no
7106,65,M,no
7107,35,M,no
7108,1,H,no
7109,29,H,no
7110,37,M,no
7111,32,H,no
7112,24,H,no
7113,11,M,no
7114,4,H,no
7115,65,M,si
7116,10,H,no
7117,85,H,no
7118,6,M,no
7119,51,H,si
7120,45,H,no
7121,49,H,no
7122,37,H,si
7123,62,H,no
7124,27,M,no
7125,16,M,no
7126,19,H,no
7127,38,M,no
7128,60,H,no
7129,34,H,no
7130,26,H,no
7131,24,H,no
7132,79,H,no
7133,42,M,no
7134,57,H,no
7135,67,M,no
7136,13,M,no
7137,5,H,no
7138,7,M,no
7139,63,M,no
7140,17,H,no
7141,11,H,si
7142,25,H,no
7143,64,M,no
7144,18,H,no
7145,43,M,no
7146,37,H,si
7147,59,H,no
7148,64,M,no
7149,5,M,no
7150,57,H,no
7151,35,H,no
7152,23,M,no
7153,51,M,no
7154,3,H,no
7155,40,M,no
7156,57,M,no
7157,32,H,no
7158,57,H,no
7159,31,H,no
7160,55,M,no
7161,73,M,no
7162,54,H,no
7163,62,M,no
7164,42,M,no
7165,45,M,no
7166,86,M,no
7167,39,H,no
7168,82,H,no
7169,18,M,no
7170,14,H,no
7171,74,M,no
7172,61,M,no
7173,37,H,si
7174,59,H,no
7175,11,H,no
7176,59,H,no
7177,22,M,no
7178,21,H,no
7179,15,M,no
7180,3,H,no
7181,28,H,no
7182,46,M,no
7183,20,H,no
7184,36,H,si
7185,56,M,no
7186,32,M,no
7187,28,H,no
7188,15,M,no
7189,23,H,no
7190,14,H,no
7191,18,H,no
7192,46,H,no
7193,29,H,no
7194,57,M,no
7195,38,H,si
7196,4,H,no
7197,64,M,no
7198,63,M,no
7199,17,M,no
7200,0,M,no
7201,65,M,no
7202,56,M,si
7203,22,H,no
7204,43,M,no
7205,1,M,no
7206,28,H,no
7207,19,M,no
7208,13,H,no
7209,58,H,no
7210,56,H,no
7211,14,M,no
7212,20,H,no
7213,44,M,no
7214,7,H,si
7215,0,H,no
7216,66,M,no
7217,62,H,no
7218,17,M,no
7219,29,H,no
7220,43,M,no
7221,43,H,no
7222,44,M,no
7223,27,M,no
7224,60,H,no
7225,25,H,no
7226,23,M,no
7227,16,H,no
7228,55,H,no
7229,35,M,no
7230,64,H,no
7231,57,H,no
7232,31,H,no
7233,43,M,no
7234,63,M,no
7235,56,M,no
7236,41,M,no
7237,0,H,si
7238,25,M,no
7239,49,H,no
7240,59,H,no
7241,52,H,no
7242,55,M,no
7243,25,M,no
7244,45,H,si
7245,37,M,no
7246,53,H,no
7247,32,H,no
7248,35,M,no
7249,47,H,no
7250,60,M,no
7251,79,H,no
7252,57,H,no
7253,26,H,no
7254,25,M,no
7255,56,M,no
7256,35,H,no
7257,57,M,no
7258,34,M,no
7259,76,M,no
7260,62,M,no
7261,51,H,no
7262,35,H,no
7263,58,M,no
7264,17,M,si
7265,24,H,no
7266,8,M,no
7267,19,M,si
7268,15,M,si
7269,66,M,no
7270,48,M,no
7271,63,M,no
7272,55,H,no
7273,57,M,no
7274,2,M,no
7275,36,M,no
7276,27,H,no
7277,16,H,no
7278,7,M,no
7279,37,M,no
7280,49,H,no
7281,45,H,si
7282,49,M,no
7283,43,M,no
7284,47,M,no
7285,31,H,no
7286,52,M,si
7287,33,H,no
7288,2,M,no
7289,44,M,no
7290,12,H,no
7291,75,M,no
7292,16,M,si
7293,39,H,si
7294,31,M,si
7295,5,H,no
7296,45,M,no
7297,75,M,no
7298,14,H,no
7299,15,H,no
7300,18,H,si
7301,41,M,no
7302,32,H,no
7303,28,M,no
7304,38,H,no
7305,57,M,si
7306,1,H,si
7307,30,M,no
7308,29,M,no
7309,38,H,no
7310,1,H,no
7311,21,M,no
7312,43,H,no
7313,29,H,no
7314,69,M,no
7315,80,H,no
7316,65,H,no
7317,34,M,no
7318,38,M,si
7319,16,H,no
7320,60,M,no
7321,74,M,no
7322,79,M,no
7323,39,M,no
7324,50,H,no
7325,4,H,no
7326,5,H,si
7327,11,M,no
7328,31,M,no
7329,36,H,no
7330,42,M,no
7331,26,H,no
7332,60,H,no
7333,14,H,no
7334,58,M,si
7335,52,H,no
7336,25,H,no
7337,76,M,no
7338,25,H,si
7339,43,M,no
7340,55,M,si
7341,26,M,no
7342,63,M,no
7343,61,H,no
7344,40,H,si
7345,67,M,no
7346,38,H,no
7347,27,H,no
7348,38,H,no
7349,64,M,no
7350,4,M,no
7351,30,H,no
7352,23,H,no
7353,69,M,no
7354,53,M,no
7355,26,H,no
7356,45,M,no
7357,61,H,no
7358,55,H,no
7359,55,M,no
7360,24,M,no
7361,61,M,no
7362,21,H,no
7363,17,H,no
7364,28,H,no
7365,28,H,no
7366,1,M,no
7367,24,M,no
7368,27,M,no
7369,41,M,no
7370,50,H,no
7371,63,M,no
7372,6,H,no
7373,28,H,no
7374,53,M,no
7375,20,M,si
7376,35,H,no
7377,24,M,no
7378,33,M,no
7379,65,M,no
7380,44,H,no
7381,30,M,no
7382,51,H,no
7383,41,H,no
7384,37,M,no
7385,56,H,no
7386,71,M,no
7387,2,H,si
7388,18,H,no
7389,34,M,no
7390,10,M,no
7391,63,M,si
7392,51,H,no
7393,25,M,si
7394,10,H,no
7395,34,H,no
7396,2,M,no
7397,8,H,no
7398,23,H,no
7399,57,M,no
7400,27,H,no
7401,1,M,no
7402,28,H,no
7403,51,M,no
7404,69,H,no
7405,42,H,no
7406,27,M,no
7407,40,M,no
7408,57,M,no
7409,31,H,no
7410,25,M,no
7411,10,M,no
7412,70,M,si
7413,52,H,no
7414,16,H,no
7415,2,M,no
7416,11,M,no
7417,27,H,si
7418,59,H,si
7419,53,M,no
7420,22,H,no
7421,17,M,no
7422,22,H,si
7423,3,H,no
7424,9,H,no
7425,88,M,no
7426,10,H,no
7427,44,H,no
7428,31,H,no
7429,40,H,no
7430,15,H,no
7431,33,M,no
7432,34,M,no
7433,74,H,no
7434,20,H,no
7435,27,H,no
7436,17,M,no
7437,65,H,no
7438,23,H,no
7439,75,H,si
7440,72,H,no
7441,6,M,no
7442,65,H,no
7443,6,H,no
7444,39,H,si
7445,32,H,no
7446,45,M,si
7447,62,H,no
7448,33,M,si
7449,35,M,no
7450,65,M,no
7451,50,H,no
7452,30,M,no
7453,75,M,no
7454,45,H,no
7455,29,M,no
7456,32,H,no
7457,46,H,no
7458,65,M,no
7459,33,M,no
7460,14,H,no
7461,51,M,si
7462,17,M,no
7463,50,M,no
7464,61,M,no
7465,59,M,no
7466,62,H,no
7467,28,M,no
7468,55,M,si
7469,67,M,no
7470,35,M,si
7471,11,M,no
7472,38,H,no
7473,16,M,no
7474,71,H,no
7475,18,M,no
7476,26,M,no
7477,13,H,no
7478,69,M,no
7479,32,M,no
7480,14,M,no
7481,48,H,no
7482,33,M,no
7483,76,M,no
7484,46,H,no
7485,67,H,no
7486,42,H,no
7487,61,H,si
7488,45,M,no
7489,37,M,no
7490,50,H,no
7491,46,H,no
7492,52,H,no
7493,53,M,no
7494,62,H,no
7495,59,M,no
7496,27,H,no
7497,2,M,no
7498,89,M,no
7499,8,M,no
7500,13,M,no
7501,18,M,no
7502,34,H,no
7503,38,H,no
7504,47,M,no
7505,19,M,no
7506,68,H,no
7507,67,M,si
7508,18,H,no
7509,40,H,si
7510,5,M,no
7511,36,M,no
7512,48,M,no
7513,32,H,no
7514,65,M,no
7515,73,H,no
7516,32,M,no
7517,47,H,no
7518,1,H,no
7519,34,H,no
7520,20,H,no
7521,6,M,no
7522,3,M,no
7523,49,M,no
7524,14,H,no
7525,11,H,no
7526,47,M,no
7527,32,H,no
7528,35,M,si
7529,74,H,no
7530,2,M,no
7531,52,H,no
7532,63,M,no
7533,25,M,no
7534,14,M,no
7535,52,H,no
7536,2,H,no
7537,10,H,no
7538,48,H,no
7539,14,H,no
7540,0,H,no
7541,7,M,no
7542,3,H,no
7543,61,M,no
7544,45,M,no
7545,39,M,no
7546,21,M,no
7547,61,H,no
7548,2,H,no
7549,17,M,no
7550,39,H,no
7551,54,M,no
7552,24,H,no
7553,13,M,no
7554,4,H,no
7555,59,M,no
7556,88,M,no
7557,9,H,no
7558,11,M,si
7559,57,H,si
7560,41,H,no
7561,16,H,no
7562,70,M,si
7563,31,M,no
7564,3,M,no
7565,55,M,no
7566,14,H,no
7567,12,M,no
7568,47,H,no
7569,72,M,no
7570,24,M,no
7571,14,M,no
7572,41,H,no
7573,68,M,no
7574,24,H,si
7575,28,M,no
7576,12,H,no
7577,4,M,no
7578,81,H,no
7579,4,M,no
7580,27,M,no
7581,2,M,no
7582,52,M,no
7583,33,M,si
7584,20,H,no
7585,41,M,no
7586,49,M,no
7587,3,H,no
7588,55,M,no
7589,26,M,no
7590,16,M,no
7591,49,H,no
7592,19,M,no
7593,25,M,no
7594,31,H,si
7595,9,H,si
7596,17,H,no
7597,51,H,si
7598,36,H,si
7599,53,H,no
7600,33,M,no
7601,58,H,no
7602,88,H,no
7603,57,M,no
7604,40,H,no
7605,9,H,si
7606,11,H,no
7607,14,M,no
7608,39,H,si
7609,44,M,no
7610,44,H,si
7611,60,H,no
7612,43,H,no
7613,55,M,si
7614,16,M,no
7615,57,M,no
7616,45,H,no
7617,9,M,no
7618,31,M,no
7619,42,H,no
7620,48,M,no
7621,77,M,no
7622,1,H,no
7623,39,M,no
7624,26,H,no
7625,58,M,no
7626,63,H,no
7627,2,M,no
7628,93,M,no
7629,61,H,no
7630,50,H,no
7631,35,M,no
7632,2,M,no
7633,73,H,si
7634,24,H,no
7635,29,M,no
7636,16,M,si
7637,10,M,no
7638,31,H,no
7639,4,H,si
7640,19,H,no
7641,52,M,no
7642,58,H,no
7643,15,M,no
7644,33,H,no
7645,7,H,si
7646,17,M,no
7647,65,H,no
7648,9,H,no
7649,58,M,no
7650,50,H,no
7651,8,H,no
7652,43,M,si
7653,29,H,no
7654,51,H,no
7655,34,M,no
7656,30,H,si
7657,20,M,no
7658,1,M,no
7659,7,H,no
7660,1,M,no
7661,14,H,no
7662,11,H,no
7663,11,H,no
7664,20,M,no
7665,65,M,si
7666,27,H,no
7667,45,H,no
7668,37,H,no
7669,42,M,no
7670,6,M,no
7671,33,M,no
7672,71,M,no
7673,20,M,no
7674,60,M,no
7675,18,M,no
7676,20,H,si
7677,12,H,no
7678,23,H,no
7679,27,M,no
7680,46,M,no
7681,27,M,no
7682,48,M,no
7683,5,H,no
7684,75,M,no
7685,11,H,no
7686,66,H,no
7687,19,H,si
7688,50,H,no
7689,51,H,no
7690,80,M,no
7691,3,M,no
7692,38,H,no
7693,18,M,no
7694,15,M,no
7695,58,H,no
7696,14,M,si
7697,66,M,no
7698,71,M,no
7699,1,H,no
7700,3,H,no
7701,51,H,no
7702,72,H,no
7703,18,H,si
7704,53,M,no
7705,66,M,no
7706,28,M,no
7707,54,M,no
7708,34,H,no
7709,96,H,no
7710,52,H,no
7711,47,H,no
7712,18,M,no
7713,11,H,no
7714,35,H,no
7715,27,M,no
7716,0,M,no
7717,22,H,si
7718,16,H,no
7719,50,M,no
7720,21,M,no
7721,23,M,no
7722,16,M,no
7723,40,M,no
7724,52,H,no
7725,37,H,no
7726,56,H,no
7727,40,H,no
7728,70,M,no
7729,66,M,no
7730,45,H,no
7731,14,M,no
7732,60,M,no
7733,81,H,si
7734,11,M,no
7735,47,M,no
7736,12,H,no
7737,51,M,no
7738,11,H,no
7739,40,H,no
7740,19,H,no
7741,7,M,no
7742,0,M,no
7743,11,H,no
7744,28,M,no
7745,48,M,no
7746,11,H,no
7747,68,H,no
7748,63,M,no
7749,44,H,no
7750,42,M,si
7751,18,M,no
7752,8,M,si
7753,34,M,no
7754,50,M,no
7755,57,M,no
7756,72,H,no
7757,8,H,no
7758,21,H,no
7759,38,H,no
7760,69,H,no
7761,89,H,no
7762,38,H,si
7763,62,H,no
7764,16,H,si
7765,51,M,no
7766,44,M,no
7767,55,H,no
7768,71,H,no
7769,32,M,no
7770,18,H,si
7771,69,H,no
7772,45,M,no
7773,25,M,no
7774,32,M,si
7775,3,H,no
7776,43,H,no
7777,30,M,no
7778,30,H,no
7779,33,M,si
7780,8,H,no
7781,81,H,no
7782,41,M,no
7783,20,M,no
7784,57,H,no
7785,1,M,no
7786,29,M,no
7787,31,H,no
7788,30,H,no
7789,48,M,no
7790,18,M,si
7791,5,H,no
7792,77,H,no
7793,39,H,no
7794,9,H,no
7795,54,M,no
7796,13,H,no
7797,7,H,no
7798,75,H,no
7799,31,H,si
7800,29,M,no
7801,43,M,no
7802,11,M,si
7803,47,M,no
7804,34,M,no
7805,20,H,no
7806,21,H,no
7807,15,H,no
7808,67,H,no
7809,41,H,no
7810,62,H,no
7811,66,H,no
7812,41,H,no
7813,45,H,no
7814,29,H,no
7815,35,H,no
7816,51,H,no
7817,75,M,no
7818,63,H,no
7819,24,H,no
7820,50,M,no
7821,17,H,no
7822,60,H,no
7823,44,H,no
7824,27,M,no
7825,71,M,no
7826,3,H,no
7827,91,M,no
7828,54,H,si
7829,34,H,no
7830,29,H,no
7831,12,M,no
7832,63,H,no
7833,4,H,no
7834,58,M,no
7835,55,M,no
7836,29,M,si
7837,61,H,no
7838,44,H,no
7839,43,H,no
7840,39,H,no
7841,59,H,no
7842,43,M,no
7843,14,H,no
7844,20,H,si
7845,76,H,si
7846,36,M,no
7847,33,M,si
7848,73,M,no
7849,2,H,si
7850,55,M,no
7851,7,H,no
7852,56,H,no
7853,56,H,no
7854,12,M,no
7855,18,M,no
7856,11,H,no
7857,85,M,no
7858,10,M,no
7859,39,M,no
7860,43,M,no
7861,47,M,no
7862,13,M,no
7863,36,H,no
7864,26,H,no
7865,25,H,no
7866,65,M,no
7867,58,H,no
7868,21,M,si
7869,7,H,no
7870,51,M,no
7871,41,M,no
